video_name,n_frames,k_frames,prompt_id
05April_2010_Monday_tagesschau-3556,88,21,0
02October_2012_Tuesday_tagesschau-2848,144,41,4
17February_2010_Wednesday_heute-1489,120,21,5
28January_2013_Monday_tagesschau-3617,104,21,0
01April_2011_Friday_tagesschau-3378,45,13,6
12October_2009_Monday_tagesschau-555,80,21,8
28September_2009_Monday_tagesschau-4675,160,41,5
01April_2010_Thursday_tagesschau-4333,105,21,8
19September_2010_Sunday_tagesschau-3795,102,21,7
28October_2010_Thursday_tagesschau-5930,86,21,4
07August_2009_Friday_tagesschau-6174,74,21,1
02December_2010_Thursday_tagesschau-3641,170,41,9
08April_2010_Thursday_heute-4000,45,13,4
24October_2010_Sunday_tagesschau-2902,133,41,0
30March_2010_Tuesday_heute-7568,205,41,2
02October_2012_Tuesday_tagesschau-2851,76,21,4
24February_2011_Thursday_heute-6669,107,21,6
26October_2010_Tuesday_tagesschau-5797,129,41,5
04August_2011_Thursday_tagesschau-709,75,21,4
02November_2010_Tuesday_heute-2744,89,21,8
22October_2010_Friday_tagesschau-2416,244,41,8
17April_2010_Saturday_tagesschau-403,123,21,6
10December_2009_Thursday_heute-7936,64,13,9
28August_2010_Saturday_tagesschau-8193,150,41,9
09November_2010_Tuesday_tagesschau-745,152,41,0
22July_2010_Thursday_tagesschau-8205,152,41,5
13October_2009_Tuesday_tagesschau-1645,95,21,2
23May_2011_Monday_tagesschau-1099,117,21,8
09March_2011_Wednesday_heute-1745,245,41,3
05July_2009_Sunday_tagesschau-4450,141,41,9
19October_2010_Tuesday_heute-8048,141,41,8
20June_2011_Monday_heute-6523,102,21,8
07February_2011_Monday_tagesschau-1610,139,41,2
26September_2010_Sunday_tagesschau-5939,182,41,4
10November_2009_Tuesday_tagesschau-7244,95,21,5
29April_2010_Thursday_heute-8628,220,41,1
31January_2011_Monday_heute-3044,254,41,4
03December_2009_Thursday_tagesschau-7222,124,21,7
29September_2012_Saturday_tagesschau-2968,45,13,7
20November_2010_Saturday_tagesschau-1821,121,21,6
28September_2010_Tuesday_heute-8347,63,13,8
14July_2011_Thursday_heute-5856,148,41,0
30September_2009_Wednesday_tagesschau-1781,35,9,8
14April_2010_Wednesday_heute-1884,129,41,7
07February_2010_Sunday_tagesschau-501,107,21,2
22August_2010_Sunday_tagesschau-1338,88,21,2
11August_2011_Thursday_heute-3187,104,21,0
12May_2010_Wednesday_tagesschau-317,108,21,3
25June_2010_Friday_tagesschau-3885,167,41,8
29July_2010_Thursday_heute-7747,321,41,9
02October_2009_Friday_tagesschau-1363,88,21,3
28May_2010_Friday_tagesschau-7504,150,41,0
04January_2010_Monday_heute-7406,162,41,4
05September_2010_Sunday_tagesschau-3134,114,21,0
26May_2010_Wednesday_heute-7874,67,21,3
18October_2010_Monday_tagesschau-6744,152,41,7
15July_2010_Thursday_tagesschau-4059,76,21,5
07February_2010_Sunday_tagesschau-492,110,21,4
22November_2011_Tuesday_tagesschau-3650,52,13,2
10April_2011_Sunday_tagesschau-1531,98,21,0
20October_2011_Thursday_tagesschau-514,90,21,9
12December_2010_Sunday_tagesschau-5603,100,21,2
10April_2010_Saturday_tagesschau-4132,235,41,0
07September_2010_Tuesday_tagesschau-1953,62,13,8
04May_2010_Tuesday_tagesschau-7845,139,41,4
30July_2011_Saturday_tagesschau-8588,116,21,1
11January_2011_Tuesday_heute-8166,77,21,1
30March_2010_Tuesday_heute-7571,147,41,7
07December_2010_Tuesday_tagesschau-4145,141,41,2
02July_2009_Thursday_tagesschau-2864,66,21,4
14October_2010_Thursday_tagesschau-296,104,21,2
16March_2011_Wednesday_tagesschau-2215,116,21,4
20October_2010_Wednesday_tagesschau-8220,98,21,5
15December_2009_Tuesday_tagesschau-6964,83,21,8
23September_2009_Wednesday_tagesschau-7588,73,21,3
01October_2009_Thursday_tagesschau-415,81,21,7
04January_2011_Tuesday_tagesschau-1066,134,41,7
19January_2011_Wednesday_tagesschau-7074,163,41,8
25March_2011_Friday_tagesschau-5822,68,21,3
08April_2010_Thursday_heute-4005,221,41,4
14April_2010_Wednesday_tagesschau-3808,126,21,2
08November_2010_Monday_tagesschau-6923,133,41,2
29May_2011_Sunday_tagesschau-761,32,9,0
28October_2010_Thursday_tagesschau-5923,50,13,9
10July_2009_Friday_tagesschau-1085,108,21,3
02November_2010_Tuesday_tagesschau-2033,128,21,1
27July_2010_Tuesday_tagesschau-6048,131,41,3
05January_2010_Tuesday_tagesschau-2676,74,21,1
22August_2010_Sunday_tagesschau-1343,71,21,3
05December_2011_Monday_tagesschau-4177,224,41,5
31January_2011_Monday_tagesschau-676,149,41,6
24October_2010_Sunday_tagesschau-2906,107,21,6
16May_2010_Sunday_tagesschau-5234,116,21,2
31July_2010_Saturday_tagesschau-2495,111,21,3
29April_2010_Thursday_heute-8629,127,21,6
13October_2009_Tuesday_tagesschau-1652,77,21,3
06May_2010_Thursday_tagesschau-5736,74,21,4
04April_2010_Sunday_tagesschau-4576,90,21,4
26April_2010_Monday_heute-3409,71,21,4
18April_2010_Sunday_tagesschau-6660,168,41,8
18September_2010_Saturday_tagesschau-4190,129,41,4
25January_2010_Monday_tagesschau-8310,66,21,8
30March_2010_Tuesday_tagesschau-5697,65,13,3
01September_2010_Wednesday_tagesschau-5046,137,41,6
06June_2010_Sunday_tagesschau-6366,104,21,9
10August_2011_Wednesday_tagesschau-6296,170,41,7
24October_2009_Saturday_tagesschau-4278,105,21,0
22October_2010_Friday_tagesschau-2410,165,41,2
09March_2011_Wednesday_heute-1740,127,21,9
27June_2010_Sunday_tagesschau-7391,139,41,1
09December_2011_Friday_tagesschau-8441,63,13,1
10January_2011_Monday_heute-1369,116,21,9
26May_2010_Wednesday_heute-7866,149,41,4
30July_2010_Friday_tagesschau-1517,111,21,0
23May_2010_Sunday_tagesschau-4343,51,13,5
09April_2010_Friday_tagesschau-7635,82,21,9
19April_2011_Tuesday_heute-5332,42,13,3
11February_2010_Thursday_tagesschau-8768,111,21,0
30December_2010_Thursday_tagesschau-2230,167,41,8
10August_2009_Monday_heute-6901,124,21,0
12August_2010_Thursday_tagesschau-4408,30,9,6
13November_2009_Friday_tagesschau-8602,74,21,8
05July_2010_Monday_heute-8695,102,21,4
20February_2010_Saturday_tagesschau-7898,126,21,1
18October_2010_Monday_heute-626,198,41,7
02November_2010_Tuesday_tagesschau-2032,203,41,3
12December_2010_Sunday_tagesschau-5609,62,13,1
08July_2010_Thursday_tagesschau-5383,126,21,8
12September_2009_Saturday_tagesschau-6596,101,21,1
20September_2010_Monday_tagesschau-7031,53,13,4
05January_2011_Wednesday_tagesschau-2246,34,9,4
19April_2011_Tuesday_heute-5341,77,21,7
01April_2010_Thursday_heute-6714,42,13,6
14December_2009_Monday_tagesschau-2094,125,21,3
26September_2009_Saturday_tagesschau-2338,42,13,4
14July_2011_Thursday_heute-5859,111,21,2
05December_2011_Monday_heute-7426,36,9,8
12August_2010_Thursday_tagesschau-4414,43,13,3
21October_2009_Wednesday_tagesschau-732,102,21,6
25September_2010_Saturday_tagesschau-3483,84,21,2
12April_2010_Monday_heute-7682,38,9,7
13July_2011_Wednesday_tagesschau-7987,95,21,1
12March_2011_Saturday_tagesschau-2456,141,41,4
26August_2009_Wednesday_heute-6557,32,9,6
14September_2010_Tuesday_heute-8246,141,41,3
23December_2010_Thursday_tagesschau-1432,74,21,6
22March_2011_Tuesday_tagesschau-4955,222,41,7
27February_2011_Sunday_tagesschau-6115,103,21,9
29July_2010_Thursday_tagesschau-7410,88,21,5
03July_2011_Sunday_tagesschau-1663,73,21,7
23April_2010_Friday_tagesschau-3662,226,41,1
18February_2010_Thursday_tagesschau-4520,64,13,9
07December_2011_Wednesday_tagesschau-5394,39,9,3
04October_2012_Thursday_tagesschau-4919,96,21,5
21April_2010_Wednesday_tagesschau-6232,136,41,4
06December_2010_Monday_heute-6208,111,21,0
14August_2009_Friday_tagesschau-76,104,21,4
14March_2011_Monday_tagesschau-7594,95,21,6
09July_2009_Thursday_tagesschau-7119,178,41,4
09July_2009_Thursday_tagesschau-7112,119,21,0
20January_2010_Wednesday_heute-816,61,13,9
14August_2011_Sunday_tagesschau-3237,139,41,2
09November_2010_Tuesday_heute-5836,178,41,6
14July_2011_Thursday_heute-5860,149,41,6
14June_2010_Monday_tagesschau-3699,125,21,8
16July_2011_Saturday_tagesschau-7526,56,13,2
14July_2010_Wednesday_tagesschau-1858,97,21,7
12December_2009_Saturday_tagesschau-4734,230,41,9
10January_2010_Sunday_tagesschau-479,263,41,0
07December_2010_Tuesday_tagesschau-4148,156,41,7
28January_2010_Thursday_heute-2894,76,21,0
01October_2009_Thursday_tagesschau-409,188,41,1
30January_2010_Saturday_tagesschau-1695,116,21,4
09February_2011_Wednesday_heute-7541,241,41,9
20October_2011_Thursday_tagesschau-515,128,21,9
23September_2010_Thursday_tagesschau-3438,117,21,7
18February_2011_Friday_tagesschau-6823,118,21,0
24May_2010_Monday_tagesschau-3147,100,21,5
25January_2010_Monday_tagesschau-8302,158,41,7
01June_2011_Wednesday_tagesschau-6955,82,21,1
23March_2011_Wednesday_tagesschau-8756,112,21,8
13November_2009_Friday_tagesschau-8606,133,41,4
30September_2012_Sunday_tagesschau-4035,89,21,2
24September_2009_Thursday_heute-6075,48,13,5
10November_2009_Tuesday_tagesschau-7242,114,21,3
02December_2010_Thursday_tagesschau-3632,82,21,2
25July_2011_Monday_heute-8234,36,9,0
31January_2010_Sunday_tagesschau-1327,89,21,1
23February_2010_Tuesday_heute-6246,234,41,7
08July_2010_Thursday_tagesschau-5384,105,21,1
04September_2010_Saturday_tagesschau-7323,106,21,6
01October_2012_Monday_heute-441,120,21,7
16June_2010_Wednesday_heute-8323,105,21,2
24February_2011_Thursday_tagesschau-4758,101,21,8
29November_2011_Tuesday_heute-8084,51,13,8
11December_2009_Friday_tagesschau-3514,126,21,4
26September_2010_Sunday_tagesschau-5942,106,21,5
10March_2011_Thursday_heute-53,160,41,4
26October_2009_Monday_tagesschau-1396,93,21,8
20May_2010_Thursday_tagesschau-3157,107,21,8
26April_2010_Monday_heute-3410,49,13,5
22February_2011_Tuesday_tagesschau-8407,110,21,9
17April_2011_Sunday_tagesschau-2160,138,41,7
19September_2010_Sunday_tagesschau-3805,147,41,6
15March_2011_Tuesday_tagesschau-3330,120,21,3
09August_2011_Tuesday_tagesschau-2583,87,21,3
24November_2009_Tuesday_tagesschau-5682,107,21,3
07December_2009_Monday_tagesschau-7105,84,21,6
19November_2009_Thursday_tagesschau-3785,99,21,0
07August_2009_Friday_tagesschau-6175,58,13,8
06October_2009_Tuesday_tagesschau-8163,161,41,9
03August_2010_Tuesday_tagesschau-2773,77,21,4
09July_2009_Thursday_tagesschau-7118,54,13,9
22February_2010_Monday_tagesschau-3243,65,13,3
29May_2011_Sunday_tagesschau-757,55,13,2
11February_2010_Thursday_tagesschau-8766,62,13,8
25August_2009_Tuesday_tagesschau-7088,129,41,3
25October_2010_Monday_tagesschau-15,138,41,7
06February_2010_Saturday_tagesschau-7366,164,41,1
30June_2009_Tuesday_tagesschau-2949,52,13,4
20December_2010_Monday_tagesschau-3197,100,21,6
20February_2010_Saturday_tagesschau-7894,188,41,0
30October_2009_Friday_tagesschau-2279,85,21,7
20August_2010_Friday_tagesschau-2722,205,41,2
09November_2010_Tuesday_tagesschau-750,194,41,7
04October_2012_Thursday_tagesschau-4925,65,13,7
15December_2010_Wednesday_heute-6012,131,41,4
10January_2010_Sunday_tagesschau-481,185,41,8
21April_2010_Wednesday_tagesschau-6236,65,13,7
06October_2011_Thursday_tagesschau-829,73,21,9
10May_2010_Monday_tagesschau-6859,130,41,6
21October_2011_Friday_tagesschau-4105,103,21,6
05May_2011_Thursday_tagesschau-32,105,21,8
31October_2009_Saturday_tagesschau-7140,110,21,2
11July_2009_Saturday_tagesschau-666,164,41,4
29July_2010_Thursday_tagesschau-7423,58,13,7
10July_2009_Friday_tagesschau-1089,178,41,6
13December_2009_Sunday_tagesschau-6821,97,21,2
25July_2011_Monday_heute-8223,129,41,8
13July_2011_Wednesday_tagesschau-7989,146,41,3
29September_2011_Thursday_heute-4225,101,21,2
20September_2010_Monday_tagesschau-7026,127,21,4
11December_2009_Friday_tagesschau-3516,39,9,7
25August_2010_Wednesday_tagesschau-8518,92,21,5
13April_2010_Tuesday_tagesschau-2317,121,21,6
09July_2009_Thursday_tagesschau-7120,92,21,0
18June_2010_Friday_tagesschau-4828,218,41,6
20October_2009_Tuesday_tagesschau-3599,116,21,8
13May_2010_Thursday_tagesschau-7925,188,41,5
29September_2010_Wednesday_heute-5456,47,13,0
29September_2012_Saturday_tagesschau-2961,66,21,9
03March_2011_Thursday_tagesschau-7063,127,21,2
24March_2011_Thursday_heute-6379,188,41,7
24January_2013_Thursday_tagesschau-6326,147,41,5
11January_2011_Tuesday_heute-8171,139,41,3
13September_2010_Monday_tagesschau-4596,129,41,1
14October_2010_Thursday_heute-2186,231,41,4
05April_2010_Monday_tagesschau-3549,167,41,0
23May_2011_Monday_tagesschau-1096,153,41,8
12December_2011_Monday_tagesschau-8276,59,13,9
06December_2011_Tuesday_heute-1538,183,41,7
07December_2011_Wednesday_tagesschau-5390,109,21,7
18September_2010_Saturday_tagesschau-4193,176,41,5
13December_2010_Monday_tagesschau-6942,106,21,2
14June_2010_Monday_tagesschau-3707,179,41,3
12March_2011_Saturday_tagesschau-2454,74,21,1
12April_2011_Tuesday_tagesschau-690,190,41,3
07December_2009_Monday_tagesschau-7107,117,21,9
23September_2009_Wednesday_tagesschau-7586,108,21,3
28May_2010_Friday_tagesschau-7499,126,21,8
22October_2009_Thursday_tagesschau-1136,146,41,2
29May_2010_Saturday_tagesschau-8421,118,21,6
13July_2009_Monday_tagesschau-7517,172,41,6
06January_2011_Thursday_tagesschau-5643,154,41,7
29November_2011_Tuesday_tagesschau-5614,147,41,3
30March_2011_Wednesday_tagesschau-7133,115,21,2
14December_2010_Tuesday_tagesschau-8459,78,21,5
10November_2010_Wednesday_tagesschau-6803,143,41,1
01December_2011_Thursday_tagesschau-3471,94,21,4
14May_2010_Friday_tagesschau-4798,94,21,9
13March_2011_Sunday_tagesschau-4464,82,21,5
18June_2010_Friday_tagesschau-4829,115,21,8
19July_2009_Sunday_tagesschau-1577,90,21,9
28April_2010_Wednesday_heute-5196,64,13,9
18January_2011_Tuesday_heute-5467,170,41,0
25March_2011_Friday_tagesschau-5827,163,41,3
26August_2009_Wednesday_heute-6549,112,21,4
30March_2010_Tuesday_heute-7566,141,41,4
27July_2010_Tuesday_heute-5270,87,21,7
12August_2009_Wednesday_tagesschau-1805,122,21,1
17May_2010_Monday_heute-5573,61,13,7
01August_2011_Monday_heute-4849,38,9,4
07December_2010_Tuesday_heute-5635,138,41,8
20January_2010_Wednesday_heute-802,220,41,8
08July_2010_Thursday_tagesschau-5386,181,41,4
29July_2010_Thursday_heute-7746,136,41,1
18October_2010_Monday_heute-622,193,41,3
25May_2010_Tuesday_tagesschau-1290,216,41,1
15February_2010_Monday_tagesschau-1847,129,41,0
09November_2010_Tuesday_heute-5839,216,41,4
25October_2010_Monday_heute-2052,44,13,4
31January_2011_Monday_tagesschau-669,178,41,7
04October_2010_Monday_tagesschau-4718,108,21,8
29August_2011_Monday_tagesschau-5718,160,41,5
21August_2010_Saturday_tagesschau-8816,111,21,9
26June_2010_Saturday_tagesschau-726,113,21,2
24May_2011_Tuesday_tagesschau-4471,59,13,6
10March_2011_Thursday_heute-60,48,13,6
11May_2010_Tuesday_heute-5988,196,41,4
11May_2011_Wednesday_tagesschau-7022,90,21,3
09August_2011_Tuesday_heute-2643,140,41,8
22December_2010_Wednesday_tagesschau-5072,105,21,7
21April_2010_Wednesday_tagesschau-6233,118,21,3
01December_2011_Thursday_tagesschau-3476,157,41,5
15April_2010_Thursday_tagesschau-5773,69,21,1
11February_2011_Friday_tagesschau-7753,100,21,0
02June_2010_Wednesday_tagesschau-7155,169,41,4
02October_2009_Friday_tagesschau-1359,113,21,2
15May_2010_Saturday_tagesschau-5663,70,21,7
07October_2012_Sunday_tagesschau-3027,140,41,2
22October_2010_Friday_tagesschau-2407,112,21,8
18November_2009_Wednesday_tagesschau-5588,46,13,4
26May_2010_Wednesday_heute-7873,158,41,8
10January_2010_Sunday_tagesschau-484,100,21,8
29March_2010_Monday_tagesschau-8385,67,21,6
13July_2009_Monday_tagesschau-7516,129,41,7
13August_2009_Thursday_tagesschau-8480,100,21,3
08February_2010_Monday_tagesschau-2804,142,41,5
04April_2011_Monday_heute-962,65,13,5
02September_2010_Thursday_tagesschau-8361,85,21,5
19May_2010_Wednesday_heute-1108,29,9,9
27April_2010_Tuesday_tagesschau-4517,150,41,2
20October_2010_Wednesday_tagesschau-8206,98,21,9
31May_2011_Tuesday_tagesschau-4302,120,21,7
23November_2011_Wednesday_tagesschau-981,117,21,5
11December_2009_Friday_tagesschau-3510,169,41,8
24January_2013_Thursday_tagesschau-6329,100,21,8
11February_2011_Friday_tagesschau-7751,110,21,9
23January_2013_Wednesday_tagesschau-428,157,41,9
10December_2009_Thursday_heute-7948,45,13,1
19November_2011_Saturday_tagesschau-3695,175,41,7
23September_2009_Wednesday_tagesschau-7584,198,41,4
31January_2010_Sunday_tagesschau-1331,132,41,5
26April_2010_Monday_tagesschau-7276,86,21,4
13September_2010_Monday_heute-7172,83,21,6
09July_2011_Saturday_tagesschau-3289,149,41,0
20August_2010_Friday_tagesschau-2726,107,21,7
30July_2010_Friday_tagesschau-1513,114,21,9
06March_2011_Sunday_tagesschau-3891,211,41,7
28December_2011_Wednesday_tagesschau-1910,90,21,5
10July_2009_Friday_tagesschau-1086,135,41,9
17January_2011_Monday_tagesschau-7009,156,41,2
07June_2010_Monday_tagesschau-1558,118,21,7
29June_2010_Tuesday_tagesschau-7701,115,21,9
30January_2013_Wednesday_tagesschau-465,95,21,6
01June_2011_Wednesday_heute-955,30,9,5
29December_2011_Thursday_tagesschau-2363,142,41,7
08April_2011_Friday_tagesschau-2072,61,13,1
19April_2010_Monday_heute-770,150,41,9
17May_2010_Monday_heute-5563,97,21,8
01April_2010_Thursday_tagesschau-4325,137,41,3
18November_2011_Friday_tagesschau-2144,133,41,4
10April_2011_Sunday_tagesschau-1526,62,13,7
25October_2010_Monday_tagesschau-14,96,21,5
02September_2010_Thursday_tagesschau-8362,102,21,9
22November_2011_Tuesday_heute-4645,237,41,7
19November_2009_Thursday_tagesschau-3784,219,41,3
15December_2010_Wednesday_tagesschau-47,52,13,5
08February_2010_Monday_tagesschau-2803,129,41,7
03July_2011_Sunday_tagesschau-1669,72,21,6
29January_2011_Saturday_tagesschau-8654,116,21,6
06December_2010_Monday_heute-6207,138,41,0
06December_2011_Tuesday_tagesschau-6845,138,41,8
11December_2010_Saturday_tagesschau-8663,171,41,8
20January_2011_Thursday_tagesschau-3075,104,21,1
24August_2010_Tuesday_heute-3011,98,21,1
15April_2010_Thursday_tagesschau-5772,91,21,5
07August_2009_Friday_tagesschau-6171,50,13,5
14February_2010_Sunday_tagesschau-3841,41,13,2
16December_2011_Friday_tagesschau-6528,46,13,4
03November_2009_Tuesday_tagesschau-8138,126,21,7
08November_2010_Monday_heute-6876,193,41,6
08October_2009_Thursday_tagesschau-5354,145,41,3
12December_2011_Monday_heute-5814,47,13,7
16June_2010_Wednesday_heute-8326,52,13,5
22September_2010_Wednesday_heute-2623,236,41,3
28July_2011_Thursday_tagesschau-8528,80,21,5
05October_2011_Wednesday_heute-1072,258,41,6
06July_2011_Wednesday_tagesschau-6862,102,21,6
11February_2011_Friday_tagesschau-7764,101,21,0
22July_2010_Thursday_tagesschau-8200,142,41,8
27May_2010_Thursday_tagesschau-8379,111,21,8
22April_2010_Thursday_tagesschau-3735,106,21,8
30March_2011_Wednesday_tagesschau-7126,129,41,9
04May_2010_Tuesday_heute-459,67,21,2
09July_2009_Thursday_tagesschau-7114,86,21,5
14December_2010_Tuesday_tagesschau-8460,103,21,4
08December_2009_Tuesday_heute-4209,64,13,7
05October_2011_Wednesday_heute-1077,68,21,4
26June_2010_Saturday_tagesschau-729,185,41,3
30July_2010_Friday_tagesschau-1521,151,41,9
20October_2010_Wednesday_heute-8505,72,21,6
02December_2010_Thursday_heute-8447,193,41,7
11July_2009_Saturday_tagesschau-659,101,21,0
29October_2009_Thursday_tagesschau-1023,103,21,8
11October_2010_Monday_tagesschau-4604,93,21,1
23March_2011_Wednesday_tagesschau-8757,123,21,0
10January_2011_Monday_heute-1370,92,21,7
14June_2010_Monday_heute-1602,179,41,6
01July_2009_Wednesday_tagesschau-4553,104,21,3
24July_2011_Sunday_tagesschau-6625,104,21,0
29July_2010_Thursday_heute-7748,82,21,1
09November_2010_Tuesday_heute-5831,70,21,1
15July_2009_Wednesday_tagesschau-5298,107,21,2
07November_2010_Sunday_tagesschau-1979,197,41,2
15September_2010_Wednesday_heute-2481,191,41,9
01September_2010_Wednesday_tagesschau-5042,131,41,6
22November_2011_Tuesday_heute-4648,208,41,7
01June_2010_Tuesday_heute-6615,90,21,0
21November_2011_Monday_tagesschau-2256,108,21,0
04May_2010_Tuesday_heute-457,265,41,2
03July_2009_Friday_tagesschau-2012,48,13,6
10May_2010_Monday_tagesschau-6853,85,21,0
12January_2010_Tuesday_tagesschau-2385,95,21,4
01June_2011_Wednesday_tagesschau-6953,105,21,7
08December_2009_Tuesday_tagesschau-1943,138,41,8
29May_2011_Sunday_tagesschau-755,101,21,5
02September_2010_Thursday_tagesschau-8365,208,41,4
16January_2010_Saturday_tagesschau-8081,73,21,7
26April_2010_Monday_heute-3408,94,21,2
21November_2010_Sunday_tagesschau-5666,113,21,0
24April_2010_Saturday_tagesschau-3965,141,41,6
24February_2011_Thursday_heute-6664,40,9,2
16February_2010_Tuesday_tagesschau-6097,39,9,3
23September_2009_Wednesday_tagesschau-7591,92,21,3
07December_2011_Wednesday_heute-7804,111,21,9
12July_2010_Monday_tagesschau-367,121,21,9
19November_2011_Saturday_tagesschau-3690,85,21,1
07December_2010_Tuesday_tagesschau-4144,101,21,4
02October_2012_Tuesday_tagesschau-2854,139,41,9
30March_2011_Wednesday_tagesschau-7134,70,21,0
17January_2011_Monday_tagesschau-7006,89,21,1
30June_2009_Tuesday_tagesschau-2945,231,41,7
28November_2011_Monday_heute-1580,74,21,0
24August_2010_Tuesday_tagesschau-2197,89,21,6
10January_2011_Monday_tagesschau-6406,130,41,9
08July_2011_Friday_tagesschau-6735,201,41,2
14August_2009_Friday_tagesschau-66,37,9,3
25February_2011_Friday_tagesschau-564,113,21,2
08July_2010_Thursday_tagesschau-5379,85,21,2
31January_2013_Thursday_tagesschau-2706,80,21,1
04October_2010_Monday_tagesschau-4719,165,41,7
02December_2010_Thursday_tagesschau-3642,116,21,3
07December_2010_Tuesday_tagesschau-4156,142,41,4
29September_2012_Saturday_tagesschau-2965,134,41,2
06September_2009_Sunday_tagesschau-5305,74,21,4
29September_2010_Wednesday_tagesschau-1789,120,21,2
02October_2012_Tuesday_heute-3499,140,41,8
18June_2010_Friday_tagesschau-4832,178,41,7
12November_2009_Thursday_tagesschau-6775,120,21,4
23October_2010_Saturday_tagesschau-887,105,21,4
29January_2013_Tuesday_tagesschau-881,159,41,7
01May_2010_Saturday_tagesschau-7193,121,21,2
05January_2011_Wednesday_tagesschau-2254,38,9,6
08December_2009_Tuesday_heute-4203,86,21,4
28September_2012_Friday_tagesschau-924,120,21,5
26August_2010_Thursday_tagesschau-4272,104,21,6
14May_2010_Friday_tagesschau-4801,127,21,4
06October_2012_Saturday_tagesschau-8737,44,13,9
10August_2010_Tuesday_heute-1450,79,21,4
21November_2010_Sunday_tagesschau-5674,99,21,3
28January_2013_Monday_heute-8000,167,41,8
17July_2009_Friday_tagesschau-5112,114,21,4
13July_2011_Wednesday_tagesschau-7985,71,21,3
07February_2010_Sunday_tagesschau-497,79,21,2
07December_2011_Wednesday_heute-7802,36,9,9
15December_2010_Wednesday_heute-6016,144,41,7
23October_2010_Saturday_tagesschau-889,128,21,4
22July_2009_Wednesday_tagesschau-2871,77,21,2
24September_2009_Thursday_heute-6074,66,21,7
13August_2011_Saturday_tagesschau-1408,168,41,1
03February_2011_Thursday_tagesschau-929,41,13,3
07September_2010_Tuesday_tagesschau-1956,110,21,4
26August_2009_Wednesday_heute-6541,49,13,1
17February_2011_Thursday_heute-384,86,21,8
29August_2011_Monday_tagesschau-5709,159,41,5
08January_2010_Friday_tagesschau-3983,108,21,6
15July_2011_Friday_tagesschau-8718,146,41,2
31July_2010_Saturday_tagesschau-2492,135,41,8
16December_2009_Wednesday_tagesschau-5911,154,41,5
11January_2011_Tuesday_tagesschau-8025,62,13,7
06October_2009_Tuesday_tagesschau-8164,106,21,7
12January_2011_Wednesday_tagesschau-1725,121,21,7
02December_2009_Wednesday_tagesschau-4050,87,21,5
18February_2011_Friday_tagesschau-6828,35,9,3
27April_2010_Tuesday_heute-1036,103,21,2
27May_2010_Thursday_heute-1226,160,41,6
27April_2010_Tuesday_tagesschau-4511,195,41,9
08December_2009_Tuesday_tagesschau-1944,69,21,2
24February_2011_Thursday_heute-6670,92,21,7
09August_2011_Tuesday_tagesschau-2584,147,41,2
29June_2011_Wednesday_tagesschau-4491,134,41,9
09September_2010_Thursday_tagesschau-4368,131,41,2
06August_2010_Friday_tagesschau-2174,102,21,2
11May_2010_Tuesday_tagesschau-1970,117,21,8
01December_2011_Thursday_tagesschau-3468,117,21,1
10December_2009_Thursday_tagesschau-7487,46,13,8
09August_2011_Tuesday_heute-2647,244,41,3
12May_2010_Wednesday_tagesschau-320,106,21,5
27July_2010_Tuesday_heute-5271,98,21,9
31October_2009_Saturday_tagesschau-7142,86,21,0
29July_2010_Thursday_tagesschau-7412,95,21,7
