video_name,n_frames,k_frames,prompt_id
BfS0S717ykQ_2-2-rgb_front,139,41,3
aPWX82zLo50_22-5-rgb_front,201,49,9
-dXU26rkB7I_7-5-rgb_front,169,49,1
03xD5BhCG94_1-8-rgb_front,29,9,7
1Vq_uqeckF8_8-8-rgb_front,71,21,2
1YeCndpqV50_3-8-rgb_front,66,21,9
15bYoBr7BWs_48-8-rgb_front,60,13,9
1Y3Ruxz7AUw_10-8-rgb_front,401,49,4
1_u_51a8M8o_1-8-rgb_front,77,21,0
1UvJ0mvrOPw_9-5-rgb_front,108,21,3
11cwpeaDJzc_1-8-rgb_front,120,21,6
c7sX43YU__U_1-8-rgb_front,118,21,9
0IEzAXxCjO4_14-5-rgb_front,47,13,4
5Lh23UUvx2M_16-8-rgb_front,96,21,8
15bYoBr7BWs_47-8-rgb_front,166,49,1
c2KLK-rr89U_7-8-rgb_front,186,49,1
1l6MC-9BQa0_5-5-rgb_front,364,49,2
-_3bUhnn4PU_17-8-rgb_front,117,21,6
dS9mMXiUnkQ_0-5-rgb_front,142,41,6
-AZVqXtWGg0_28-8-rgb_front,35,9,4
3rW6wKS5nTU_9-5-rgb_front,116,21,9
23GbjIU50qw_30-8-rgb_front,42,13,7
_ClrZy5Kkkk_27-5-rgb_front,277,49,1
1dFd3NYkINQ_11-8-rgb_front,88,21,9
1I6c2InPr0A_14-5-rgb_front,43,13,6
0wPJGhjnX-s_3-8-rgb_front,125,41,7
0E_ELI0D4nA_4-8-rgb_front,298,49,0
Bnm6QaAj6Qo_4-3-rgb_front,635,49,6
37dhRkNvV0M_5-5-rgb_front,48,13,8
4I2azcR2kcA_16-8-rgb_front,83,21,3
1L0GSTIb9Vs_3-5-rgb_front,438,49,3
2Z3CpALUO9o_14-8-rgb_front,48,13,5
Ch6nqZwWgbw_15-5-rgb_front,171,49,3
00xgNW3M4-4_17-3-rgb_front,159,49,9
1PhHBWErK9Q_1-8-rgb_front,108,21,1
ce3agDFnApw_19-8-rgb_front,125,41,0
1wa2jHu3Jj4_0-8-rgb_front,162,49,1
C_DbdCYZc5s_9-5-rgb_front,161,49,6
-8uwu59w8QE_14-8-rgb_front,108,21,1
5vl23AL3mpY_25-8-rgb_front,76,21,2
dbSAB8F8GYc_9-9-rgb_front,43,13,5
BQoH1leUUlk_3-5-rgb_front,106,21,9
1mCRysiyBno_7-8-rgb_front,276,49,0
0I9Ks-BPfDs_13-5-rgb_front,33,9,1
1ptcPCWBvBc_5-8-rgb_front,198,49,6
1jAFRRkU4ic_8-8-rgb_front,47,13,3
3LhPYQ2oVrc_6-3-rgb_front,129,41,9
0I9Ks-BPfDs_9-5-rgb_front,78,21,9
23_A6ME-alA_0-5-rgb_front,33,9,4
D1KcyG3ZgdM_8-8-rgb_front,45,13,9
11ysPjNRN4Y_16-1-rgb_front,234,49,0
FWi7va17oUQ_3-9-rgb_front,261,49,1
ez2bCEZMTgc_13-5-rgb_front,132,41,3
Bnm6QaAj6Qo_11-3-rgb_front,125,41,3
cC5RFhOB1Gk_4-5-rgb_front,474,49,3
eUP1a-9q2aA_20-8-rgb_front,290,49,4
bwLhAEu1h90_30-5-rgb_front,127,41,4
ch8DtxId3Ng_2-5-rgb_front,297,49,3
1cJeKNsDit4_7-8-rgb_front,393,49,7
eflyfJi9EVQ_1-8-rgb_front,179,49,6
aG3SkYk_V1U_9-3-rgb_front,398,49,7
bHEw7t7tJsc_27-5-rgb_front,308,49,3
0xVO71Gc-ZA_8-5-rgb_front,431,49,4
1cUIexb0ELM_4-8-rgb_front,58,13,8
0HMTm0ljVl8_16-5-rgb_front,87,21,1
5wuZyWxHXD0_7-8-rgb_front,226,49,4
1hMYxtfhrzw_12-3-rgb_front,166,49,0
BJIygZtYwXM_6-3-rgb_front,42,13,9
1XoT1-gzWfg_16-8-rgb_front,33,9,8
0t7zBQHtvaM_8-5-rgb_front,53,13,4
1_7KwjlgBVw_1-8-rgb_front,310,49,1
1g93sGtZViI_3-8-rgb_front,70,21,0
DcFCY1OFhCw_1-3-rgb_front,60,13,1
1yvskpdZCPs_7-8-rgb_front,105,21,6
1PyZfKulLtI_6-8-rgb_front,46,13,7
-fSI2e1pqkY_14-5-rgb_front,222,49,9
55bITHs7Kyc_8-3-rgb_front,107,21,3
1DSsHgAToGY_18-5-rgb_front,79,21,0
199hEEkd1aU_6-8-rgb_front,65,21,1
4EFBr4Oe2ZE_2-8-rgb_front,80,21,4
FOHNo-685Bw_5-5-rgb_front,41,13,8
FWi7va17oUQ_0-9-rgb_front,85,21,1
0HW3SuQbV7g_16_17-5-rgb_front,261,49,1
4K_f93M-BrA_6-8-rgb_front,78,21,6
0I8jUk3Kc2w_4-5-rgb_front,180,49,0
D0G_iTF8eXY_8-5-rgb_front,163,49,4
1g8yWLfws8I_9-8-rgb_front,107,21,9
1IKLsLfTtLs_14-5-rgb_front,116,21,9
2-vXO7MMLJc_13-5-rgb_front,245,49,1
CPF2W6Vr7tc_7-8-rgb_front,204,49,0
1IRJXMx85Rg_6-5-rgb_front,34,9,0
F0Cu-UAAR8I_8-8-rgb_front,109,21,4
1ihegSTOHFw_1-3-rgb_front,66,21,2
1idQRo9LJr4_4-11-rgb_front,351,49,0
1fdWdKorgkA_6-8-rgb_front,206,49,2
b6ZncJ7ikxQ_3-8-rgb_front,206,49,8
0ICZi26jdaQ_17-5-rgb_front,248,49,8
1rc77BaY7jg_0-8-rgb_front,60,13,6
eUP1a-9q2aA_3-8-rgb_front,32,9,6
1pBXuCxJKx8_29-8-rgb_front,228,49,1
03WUE9zzQY4_14-8-rgb_front,341,49,6
5wj8qq7-SSs_11-8-rgb_front,78,21,8
02WRxAwx-Bo_22-8-rgb_front,278,49,0
-aNfi7CP8vM_10-3-rgb_front,228,49,1
0GLi2UAP2CY_7-8-rgb_front,443,49,9
0EjXICFqrKo_49-8-rgb_front,78,21,9
1pBXuCxJKx8_24-8-rgb_front,93,21,0
220uYYSxz5U_10-5-rgb_front,150,49,3
0KSak51yxUA_3-5-rgb_front,61,13,4
23LLbhn_Mjg_13-5-rgb_front,131,41,2
5Lh23UUvx2M_1-8-rgb_front,43,13,1
-8uwu59w8QE_5-8-rgb_front,97,21,3
1oTRvR_Y0Lw_10-8-rgb_front,53,13,4
1jx2aBn_2_U_6-8-rgb_front,39,13,8
1miDA8brjnI_4-11-rgb_front,215,49,5
bPC1As0rH1I_15-8-rgb_front,397,49,4
CQ938XE05sg_5-8-rgb_front,73,21,8
EYEhiZ6Y0Fs_4-5-rgb_front,200,49,4
2fThEtRYq7c_1-3-rgb_front,96,21,2
0qdMYkKfZiw_2-5-rgb_front,198,49,0
d0HkysFvGRU_20-5-rgb_front,70,21,3
4H7wucScIRg_6-5-rgb_front,435,49,5
0CSAuZM2jAU_2-5-rgb_front,376,49,3
ah-PM4tolJ4_36-5-rgb_front,100,21,1
F-SWOerlNoE_6-5-rgb_front,87,21,6
1g8yWLfws8I_4-8-rgb_front,77,21,0
DXZnIJIa918_6-8-rgb_front,166,49,7
DXZnIJIa918_8-8-rgb_front,206,49,9
1lGojKZsjI4_1-8-rgb_front,59,13,1
0xsng2YOhMA_16-5-rgb_front,155,49,7
23zpxZzNL-Q_2-5-rgb_front,67,21,9
5L334OJnp7w_14-5-rgb_front,422,49,1
0v9VjQEbbl8_14-8-rgb_front,116,21,3
4MXwmQ7Ht6E_8-8-rgb_front,35,9,8
08PDyCn-pxI_13-5-rgb_front,141,41,6
1pS3OghYuaA_10-8-rgb_front,215,49,0
03VktV6bl7c_4-8-rgb_front,53,13,1
15bYoBr7BWs_29-8-rgb_front,35,9,5
EmxarfGOKd0_14-8-rgb_front,49,13,7
apME2W12Uwo_8-8-rgb_front,101,21,1
1lkC3y2g5do_2-8-rgb_front,377,49,1
1-VX310yQTw_32-1-rgb_front,118,21,7
13SBIjnC5qA_11-8-rgb_front,149,49,1
4K_FAmYAd2o_8-8-rgb_front,73,21,3
46wX8xjt7mA_13-5-rgb_front,35,9,2
1bm6Ur4Z4BQ_10-8-rgb_front,601,49,1
bvyUUBpwesg_0-3-rgb_front,210,49,9
0HMTm0ljVl8_4-5-rgb_front,193,49,4
eflyfJi9EVQ_3-8-rgb_front,173,49,0
3xtnvxSmYFU_4-3-rgb_front,163,49,2
0JH35Eyysww_0-5-rgb_front,75,21,4
3EqWVwr_Iqc_3-5-rgb_front,119,21,7
1Rvc-TbUBJ0_4-5-rgb_front,41,13,0
4BKUiL-ou2Q_6-8-rgb_front,182,49,2
3daeOlNR8_A_14-5-rgb_front,67,21,8
0tKYBKBXuv0_4-8-rgb_front,235,49,8
3yjFlBByBX4_10-1-rgb_front,159,49,1
-dSv5URTW8M_10-5-rgb_front,179,49,4
3RqJnxOWNyM_14-8-rgb_front,260,49,1
1BE6JW91TyM_7-8-rgb_front,109,21,1
17ayMGoQfKw_13-8-rgb_front,303,49,2
C_DbdCYZc5s_5-5-rgb_front,64,21,8
bcM7xvycZAs_8-8-rgb_front,41,13,7
1Q1BxWGurrA_8-8-rgb_front,76,21,4
23vZCOWd5oE_19-5-rgb_front,188,49,5
EmxarfGOKd0_2-8-rgb_front,96,21,2
002pHlZGEQ8_10-5-rgb_front,55,13,7
10om04b2LIw_24-8-rgb_front,219,49,1
1QIHG8XLXHg_2-5-rgb_front,187,49,9
1YnA7Iv3oJ8_16-8-rgb_front,99,21,3
-EAXGeHv9U4_17-8-rgb_front,78,21,6
ELjAzrkPx0s_10-5-rgb_front,32,9,7
dZztN9Ewuzo_9-5-rgb_front,29,9,8
cx9q2GQwZCo_3-8-rgb_front,81,21,5
eXabAP-jk6E_10-5-rgb_front,76,21,7
0v9VjQEbbl8_12-8-rgb_front,146,41,6
1IYEEiLMaa8_10-5-rgb_front,282,49,4
eZampqelfrw_14-4-rgb_front,300,49,6
eYoOi0oIEWM_2-8-rgb_front,210,49,3
1hB73-7GUFw_19-5-rgb_front,125,41,9
2HUxYZ-qpt4_6-8-rgb_front,72,21,1
1retf-icZlQ_5-8-rgb_front,575,49,3
bHEw7t7tJsc_14-5-rgb_front,79,21,8
dvbjlbs5rm0_8-2-rgb_front,68,21,1
Fwdg09U5WqQ_19-1-rgb_front,72,21,0
3BMKbpgned0_10-3-rgb_front,127,41,7
-fOR83fBsP4_2-3-rgb_front,511,49,4
0H60j0VxTaE_23-5-rgb_front,152,49,9
1g8yWLfws8I_15-8-rgb_front,257,49,1
4K_f93M-BrA_4-8-rgb_front,148,49,6
1dLchY8R6tU_6-8-rgb_front,212,49,1
476vh2-HlV0_7-5-rgb_front,37,9,9
bFtO1fUoHEc_4-5-rgb_front,167,49,4
1SMnc4uRVLo_14-5-rgb_front,329,49,2
0tbwqARWKw8_18-4-rgb_front,154,49,3
-eVbw_nRsLI_11-5-rgb_front,269,49,2
0pryZawZCJI_1-5-rgb_front,243,49,1
06Yvm4X81WI_4-5-rgb_front,228,49,5
bbGZcyIMvCI_12-2-rgb_front,277,49,4
1fAed0ulvSA_6-8-rgb_front,246,49,0
1DbTAwqof0M_5-5-rgb_front,218,49,1
bFaFfad7uCs_6-8-rgb_front,34,9,3
1cZcma6WzEg_16-8-rgb_front,36,9,1
d_cJXrKUy7M_3-5-rgb_front,221,49,5
00xgNW3M4-4_7-3-rgb_front,81,21,3
1mTkXsCyPhU_12-8-rgb_front,213,49,5
ah-PM4tolJ4_13-5-rgb_front,38,9,0
cdwEY8_WfZA_2-8-rgb_front,273,49,6
1QBezkHsXd4_20-8-rgb_front,53,13,9
0sat-Ibig34_4-11-rgb_front,249,49,6
0tbwqARWKw8_12-4-rgb_front,445,49,2
-dSv5URTW8M_6_7_8_9-5-rgb_front,359,49,6
dXAQ76wSgR4_3-5-rgb_front,436,49,1
3Uu9_GGILmc_17-8-rgb_front,41,13,6
028cpYJmYAk_1-8-rgb_front,28,9,8
2fTOklTjdMM_14-1-rgb_front,58,13,4
dmUuraVHek8_5-8-rgb_front,35,9,5
04-j8JucIXg_4-8-rgb_front,60,13,5
5AlpcMspHX4_5-8-rgb_front,167,49,2
DX3KWLldIJc_9-8-rgb_front,90,21,5
D9fI-2txDwo_2-8-rgb_front,257,49,2
-7BtY3iQIdo_22-8-rgb_front,72,21,7
FTuTLRq7014_11-8-rgb_front,84,21,4
-70D86eMmIc_6-5-rgb_front,278,49,1
edhG6Fflhtg_4-8-rgb_front,41,13,0
2ZOSvpNBx5M_13-3-rgb_front,169,49,2
2A_JTXsVmVc_12-8-rgb_front,92,21,5
2-vXO7MMLJc_3-5-rgb_front,325,49,4
DPSMwzmmouw_0-8-rgb_front,228,49,7
5ok8y3eheq8_11-1-rgb_front,215,49,1
48DncKS_yN0_3-8-rgb_front,88,21,7
07U8pEf63Pw_14-5-rgb_front,33,9,9
0wg18YtiA28_14-5-rgb_front,96,21,8
2OuMczapT_M_13-8-rgb_front,200,49,9
bzTy65XT4_o_2-3-rgb_front,192,49,9
aD-Fbewpd3s_4-8-rgb_front,110,21,4
D0T7ho08Q3o_17-2-rgb_front,39,13,8
0Gyur-C_KEo_5-5-rgb_front,405,49,8
CxT4a1Gtkjo_7-1-rgb_front,119,21,5
FoiJ4mTiW18_6-9-rgb_front,727,49,6
1gTkFzIRzYk_11-8-rgb_front,258,49,6
2ioOCZFiWWU_8-5-rgb_front,520,49,9
CJO5S96W7Cs_11-8-rgb_front,512,49,4
5XSD1NAFaxA_9-8-rgb_front,131,41,8
13yrKJ6yOPQ_11-8-rgb_front,86,21,9
Fii1YOmjEwQ_2-9-rgb_front,171,49,9
18c67jsMBxE_10-8-rgb_front,42,13,3
14fs-ot5KCc_19-8-rgb_front,118,21,0
1J3UAD2lU-g_4-5-rgb_front,409,49,0
03jABW2MKkk_15-8-rgb_front,58,13,5
_DLMidC-b8w_19-8-rgb_front,168,49,1
a3kZdrIq20o_2-8-rgb_front,121,21,9
39KOiTCEm_g_2-3-rgb_front,264,49,5
1pnIcdqFroA_4-8-rgb_front,151,49,6
02LnULLXds4_10-8-rgb_front,99,21,7
2JpUMNLreN4_2-5-rgb_front,78,21,5
221LE0VXCB8_2-8-rgb_front,84,21,6
0t_nltnZdsg_7-8-rgb_front,293,49,3
-3sFcDBFxc8_14-5-rgb_front,46,13,5
11cwpeaDJzc_9-8-rgb_front,129,41,5
DFS78Sd76ek_0-4-rgb_front,48,13,8
cVgkQk7bIP4_11-5-rgb_front,85,21,4
1_04cx7YyTg_2-8-rgb_front,284,49,2
1D29htgrRv4_1-5-rgb_front,376,49,2
-06_nJnhORg_10-5-rgb_front,177,49,7
adMkalTFbgc_13-8-rgb_front,472,49,1
1mR-3aBnMFo_12-8-rgb_front,233,49,7
07ViW5BdEsw_15-1-rgb_front,282,49,2
1QBezkHsXd4_12-8-rgb_front,151,49,6
0z-gCDC8oOw_34-8-rgb_front,88,21,6
3LtXtL6PX0Q_11-5-rgb_front,198,49,2
CQsuwAS9zJk_9-8-rgb_front,63,21,5
1Ty3qyrcp-I_18-5-rgb_front,83,21,6
19loES0r7_4_5-8-rgb_front,328,49,5
c6difzHesqQ_26-8-rgb_front,65,21,0
1rvY7z3xiv8_14-8-rgb_front,36,9,4
-dNt6nmRfFE_14-5-rgb_front,53,13,6
1YAa5_d-zg0_8-8-rgb_front,251,49,0
46wX8xjt7mA_9-8-rgb_front,106,21,7
b4WYMWXVP5A_0-5-rgb_front,311,49,0
CVmyQR31Dr4_9-3-rgb_front,109,21,0
072DGdBjfkQ_17-5-rgb_front,255,49,1
-euMRdZvO74_4-5-rgb_front,65,21,4
1Q1BxWGurrA_11-8-rgb_front,71,21,4
_FS9zbJi8qE_13-8-rgb_front,54,13,1
eAWErqR6vtQ_16-8-rgb_front,109,21,3
0t19eYsWPyg_5-8-rgb_front,421,49,0
11ysPjNRN4Y_23-1-rgb_front,211,49,6
40dTE31p5uA_12-5-rgb_front,251,49,8
a6xKFGeHX4A_15-5-rgb_front,153,49,6
aD7Kmdiuigo_24-5-rgb_front,400,49,2
fxLUOvJTM0U_1-5-rgb_front,169,49,4
2VaCIOSpIWc_11-8-rgb_front,152,49,0
ehqk9k4eL_k_0-8-rgb_front,147,49,8
5VX_yUTOwcU_7-3-rgb_front,57,13,7
1RxYvOvKHkU_15-5-rgb_front,511,49,1
-AUIJ6-UEzM_3-8-rgb_front,456,49,0
3RqJnxOWNyM_20-8-rgb_front,218,49,0
doMosV-zfCI_11-2-rgb_front,61,13,6
0EXgSf1yN-0_9-8-rgb_front,230,49,6
1F1WadkaAcI_9-5-rgb_front,79,21,8
e6kaamScxwY_12-8-rgb_front,222,49,9
1mcmnmxg64U_15-8-rgb_front,232,49,0
07ViW5BdEsw_7-1-rgb_front,70,21,4
00DKFksyVnQ_5-5-rgb_front,212,49,1
CuqR-BVLU9k_11-8-rgb_front,51,13,7
09wc1lfk_P4_6-8-rgb_front,319,49,2
1NDBxRcroFc_3-5-rgb_front,503,49,8
a8zoNzPmXik_6-8-rgb_front,112,21,2
1OzBoBBc4bw_6-8-rgb_front,123,41,0
-9Kic0QsCYs_9-8-rgb_front,395,49,7
ey9K0GWYkSI_4-8-rgb_front,113,21,6
FLMh3vqItb0_2-5-rgb_front,233,49,2
CylhtiqMiTc_7-8-rgb_front,114,21,3
bEAy71HZC9M_11-1-rgb_front,191,49,8
CJ8RyW9pzKU_1-8-rgb_front,103,21,1
0Gyur-C_KEo_0-5-rgb_front,168,49,1
-BFCJ9zmfOo_12-8-rgb_front,106,21,5
FWi7va17oUQ_1-9-rgb_front,112,21,2
DxFIaxNaCZI_12-8-rgb_front,83,21,2
1SokWkmngI8_11-5-rgb_front,61,13,3
2G29ijsPVXI_16-5-rgb_front,78,21,2
EUX-PNdmh-g_5-5-rgb_front,282,49,8
1qMpH_7FL68_17-8-rgb_front,140,41,2
03EzcoSP2pc_13-8-rgb_front,267,49,2
aUBQCNegrYc_1-1-rgb_front,127,41,2
2c0pN0EgeJA_5-5-rgb_front,167,49,8
CVmyQR31Dr4_4-3-rgb_front,668,49,2
3epphBG88cE_20-5-rgb_front,381,49,4
03VktV6bl7c_7-8-rgb_front,204,49,0
celb3UJ9_Ko_7-8-rgb_front,34,9,8
DBDddxX-CJA_22-8-rgb_front,80,21,4
-aZEs9_Vo6g_0-3-rgb_front,131,41,7
07n9gNTlVdI_10-5-rgb_front,183,49,5
4-iAIeV2Hsk_9-3-rgb_front,256,49,2
D323P3SlTr4_6-5-rgb_front,209,49,8
d-cJHsXcKCQ_3-8-rgb_front,199,49,3
0HW3SuQbV7g_13_14_15-5-rgb_front,507,49,5
aCc-DzPTDo4_29-5-rgb_front,106,21,9
-bPNlBaNvcI_1-8-rgb_front,162,49,9
0t7zBQHtvaM_9-5-rgb_front,211,49,9
15bYoBr7BWs_23-8-rgb_front,41,13,4
EQEjh8_dXSk_27-3-rgb_front,128,41,0
d-cJHsXcKCQ_20-8-rgb_front,221,49,0
bfNbGx1yLdE_8-4-rgb_front,56,13,4
0HW3SuQbV7g_3_4-5-rgb_front,398,49,1
23vZCOWd5oE_17-5-rgb_front,254,49,0
CftMKqnnFy4_1-5-rgb_front,215,49,8
0JZYw74996E_13-5-rgb_front,45,13,4
d-cJHsXcKCQ_25-8-rgb_front,55,13,7
aygp09D7Z_w_23-5-rgb_front,92,21,9
17hrR6QZBdU_5-8-rgb_front,60,13,1
cdwEY8_WfZA_10-8-rgb_front,136,41,3
305bKBYRZfk_11-8-rgb_front,120,21,5
d0HkysFvGRU_13-5-rgb_front,374,49,1
b-341m5ri_A_11-5-rgb_front,86,21,1
-00cp1iGiDw_12-5-rgb_front,398,49,3
EDwjk7W45lo_4-8-rgb_front,44,13,5
1spCnuBmWYk_9-8-rgb_front,247,49,0
1ib_NnOrt6A_14-8-rgb_front,59,13,5
0wg18YtiA28_1-5-rgb_front,263,49,3
DwB2ujCHykM_5-5-rgb_front,551,49,5
brD68XY2rZs_40-8-rgb_front,60,13,7
1E70qW68aZw_2-5-rgb_front,185,49,2
3TrDv2IX-cY_1-5-rgb_front,136,41,2
aSafa3cyBuw_21-5-rgb_front,240,49,8
cxNfMA-d_n8_12-1-rgb_front,292,49,9
1Xj_2_6v1O0_2-8-rgb_front,246,49,2
aG2-aeelqto_7-5-rgb_front,781,49,0
_93xgBE3NgA_12-5-rgb_front,193,49,6
DQ-FXTeLKs8_9-5-rgb_front,129,41,4
01j1UveqztE_7-3-rgb_front,135,41,1
1idQRo9LJr4_0-11-rgb_front,89,21,5
5Pm9nRXM-L0_5-8-rgb_front,219,49,7
Eh697LCFjTw_7-3-rgb_front,86,21,8
DUf34jVJjeY_8-8-rgb_front,333,49,0
beZVrUpjpwk_12-8-rgb_front,229,49,9
10om04b2LIw_10-8-rgb_front,58,13,7
eBrlZcccILg_31-3-rgb_front,298,49,8
0IEzAXxCjO4_4-5-rgb_front,72,21,3
Dd6r7jX4VOQ_9-3-rgb_front,174,49,0
3tMjbhSx3zY_14-5-rgb_front,64,21,2
3Uu9_GGILmc_21-8-rgb_front,112,21,8
0v1XIVZ_GzM_6-8-rgb_front,180,49,0
1-iy8qmP4l0_17-5-rgb_front,100,21,1
0w4x3Eb0Tvs_9-8-rgb_front,129,41,0
3oSvyY2f4ZQ_17-5-rgb_front,41,13,4
_5LwGjy_bY8_6-5-rgb_front,109,21,1
00T6xK82A7k_13-5-rgb_front,289,49,9
1gTkFzIRzYk_13-8-rgb_front,126,41,4
DhN9zRgCbBU_4-5-rgb_front,81,21,5
1qBxhsvMUps_12-8-rgb_front,187,49,3
-euMRdZvO74_7-5-rgb_front,75,21,4
3_EsFz2QLws_5-5-rgb_front,283,49,1
CQYIOWzYywU_11-5-rgb_front,281,49,9
02gzHnpz1W4_18-8-rgb_front,173,49,5
1ptbP5xTIdw_7-8-rgb_front,32,9,2
0CAt2QlIcco_10-8-rgb_front,77,21,8
23YW07EXh34_6-5-rgb_front,115,21,1
-916rCqIrfY_8-5-rgb_front,102,21,4
0Esq_TAc-1Y_3-5-rgb_front,145,41,4
cwXQVmfKj48_17-5-rgb_front,102,21,7
FaTbGDrP9NI_14-8-rgb_front,171,49,8
-fC91WQRXio_3-3-rgb_front,310,49,6
aygp09D7Z_w_0-5-rgb_front,168,49,7
bVR-LN22vWk_3-8-rgb_front,218,49,4
17jE4iCZJIE_3-8-rgb_front,118,21,2
F-p1IdedNbg_22-8-rgb_front,74,21,8
-c5CKp2JWHE_14-5-rgb_front,197,49,0
15bYoBr7BWs_22-8-rgb_front,53,13,2
bHEw7t7tJsc_29-5-rgb_front,127,41,1
1OzBoBBc4bw_10-8-rgb_front,254,49,8
0wf7V55xjvQ_20-8-rgb_front,192,49,8
4YRehZfsLDY_24-5-rgb_front,415,49,9
F3OMfGoPZxo_4-8-rgb_front,376,49,3
5wj8qq7-SSs_16-8-rgb_front,43,13,0
EEMLjP2s3Sg_9-11-rgb_front,216,49,6
0xkcq_PvKLI_6-5-rgb_front,188,49,3
D9OtAUV9AJY_10-8-rgb_front,275,49,5
DBDddxX-CJA_15-8-rgb_front,44,13,7
362N8QEC4bg_0-3-rgb_front,105,21,8
EvS51qz56A0_3-8-rgb_front,130,41,0
c1lkiz9M8xo_22-9-rgb_front,77,21,3
02gzHnpz1W4_5-8-rgb_front,102,21,7
EdJgTx0iFeE_21-5-rgb_front,94,21,8
2Sk_fki9ZOg_9-3-rgb_front,75,21,9
1uXVMh-7lmI_0-8-rgb_front,90,21,1
fqEO3MuTlEE_13-5-rgb_front,235,49,2
23df10xArII_1-5-rgb_front,360,49,1
1PCzfhknC_s_4-8-rgb_front,130,41,3
2VaCIOSpIWc_12-8-rgb_front,198,49,9
E6Cnf4SEZc0_6-8-rgb_front,84,21,7
1jREUW8hcAY_0-8-rgb_front,138,41,4
bSr7V1-5eUI_12-8-rgb_front,76,21,3
1ey34szkYsQ_14-8-rgb_front,310,49,6
aSafa3cyBuw_17-5-rgb_front,40,13,9
CTi9z6x-x90_2-3-rgb_front,303,49,9
cNllDjjcRIg_2-5-rgb_front,772,49,0
1g9c_YQZh5E_1-8-rgb_front,220,49,5
06tA1xvaSt8_13-5-rgb_front,692,49,5
001evy9D-mw_4-5-rgb_front,278,49,8
22OyLDVZI6c_6-5-rgb_front,92,21,5
CsdpA_b5P8Q_6-5-rgb_front,396,49,5
4QhpU9Fk5dA_4-8-rgb_front,93,21,7
1dd1IikJ-mU_4-8-rgb_front,52,13,5
-AZVqXtWGg0_3-8-rgb_front,196,49,9
199hEEkd1aU_41-8-rgb_front,79,21,9
F5zIuQnrWNc_6-5-rgb_front,212,49,4
1pBXuCxJKx8_11-8-rgb_front,86,21,0
