video_name,n_frames,k_frames,prompt_id
b-KLhKET2d4_9-2-rgb_front,274,49,1
4MXwmQ7Ht6E_11-8-rgb_front,131,41,1
CdaX8MDsJkc_22-5-rgb_front,69,21,5
1UG52nvLLVA_12-5-rgb_front,35,9,0
1g9c_YQZh5E_7-8-rgb_front,230,49,6
1DGKsqNpFqs_11-5-rgb_front,159,49,2
azQqsfnTGgs_8-5-rgb_front,277,49,9
0Dv5umFVqv8_8-8-rgb_front,291,49,1
FWOQPBc3kyY_8-5-rgb_front,178,49,7
_20g7MG8K1U_18-8-rgb_front,174,49,9
BoBx1pDyFog_4-8-rgb_front,376,49,2
1yq7yP8Dda8_6-8-rgb_front,99,21,6
1-Y7znCfSNs_6-5-rgb_front,83,21,5
0JZYw74996E_6-5-rgb_front,207,49,1
e5SqBxoPVzw_4-5-rgb_front,226,49,7
2SHrot4ryPk_7-5-rgb_front,278,49,3
Dd6r7jX4VOQ_11-3-rgb_front,365,49,2
08nsvHZLNfE_37-5-rgb_front,69,21,8
0-I67scsfIE_7-5-rgb_front,95,21,1
1DSsHgAToGY_3-5-rgb_front,76,21,6
DD8ux-rdam4_2-8-rgb_front,88,21,2
0E_ELI0D4nA_14-8-rgb_front,182,49,9
F2p-lvoavoI_8-5-rgb_front,55,13,1
BiBFHSdmhrM_5-5-rgb_front,94,21,0
DxDbmYtzT14_9-8-rgb_front,91,21,8
2XzcMIKRN8Y_3-5-rgb_front,185,49,7
0C9R7XjhUuo_8-8-rgb_front,32,9,3
12gp5ivyz5M_7-8-rgb_front,502,49,9
1GjvLelvNE0_22-5-rgb_front,41,13,2
-70D86eMmIc_16-5-rgb_front,244,49,2
fCF65sNmII8_0-3-rgb_front,66,21,1
1aRNY8wFqa0_23-8-rgb_front,121,21,9
1TulVSuotyY_18-5-rgb_front,208,49,8
195T2UrPC8s_9-8-rgb_front,77,21,3
beVJrP2hs8o_16-4-rgb_front,103,21,6
1MvVj9F775U_7-5-rgb_front,204,49,9
cVe-33JxCEo_4-8-rgb_front,150,49,1
-8tIt1vEinQ_6-8-rgb_front,54,13,5
E6Cnf4SEZc0_16-8-rgb_front,206,49,7
1Tix6cnQko4_17-5-rgb_front,219,49,3
5UsVsSkd3JY_3-3-rgb_front,337,49,7
Cf7s3sCT3po_10-5-rgb_front,284,49,6
1cj15Is-Wjs_9-8-rgb_front,78,21,7
1jJ4Ez4wy1g_2-8-rgb_front,284,49,1
43zfrZ1Zh2w_26-8-rgb_front,76,21,0
5VseAeFbfgI_9-8-rgb_front,37,9,5
22TQP3BhbnI_13-5-rgb_front,88,21,2
-avT5MztdU0_2-8-rgb_front,120,21,9
0Fdg59G2-SI_21-2-rgb_front,95,21,8
0-4j8fghNOE_7-5-rgb_front,349,49,7
4MXwmQ7Ht6E_5-8-rgb_front,57,13,7
cpcdTeyWHPc_3-8-rgb_front,90,21,0
eYwnPtrnsWw_2-8-rgb_front,105,21,7
-7BtY3iQIdo_9-8-rgb_front,72,21,4
1bW7yGVA6GA_4-8-rgb_front,201,49,5
blRbyoIFBss_2-5-rgb_front,374,49,9
FQXYLLhiWG0_14-8-rgb_front,57,13,9
47oJoR2BC34_10-8-rgb_front,71,21,1
d7sVdYZqjQk_3-5-rgb_front,500,49,5
1VbIAziTNoE_11-5-rgb_front,90,21,3
2ufkA0BzGSY_11-8-rgb_front,64,21,0
FGRuEn1-V4U_4-5-rgb_front,601,49,4
D1oFZIWbw_0_9-8-rgb_front,166,49,4
b29zLYHSim0_11-9-rgb_front,73,21,5
DFS78Sd76ek_12-4-rgb_front,32,9,0
1-Ud-q4y1oc_2-5-rgb_front,574,49,0
eGLS5AY_TEw_2-8-rgb_front,156,49,2
BOAuIAm-p_A_20-8-rgb_front,79,21,0
1IRHEhx1lBs_36-5-rgb_front,401,49,2
1Mh04YZDfVg_5-5-rgb_front,442,49,6
furfAAKJFvw_10-4-rgb_front,135,41,8
1SozYg3ZXKM_16-5-rgb_front,277,49,3
4CIAc6TPZ8o_4-3-rgb_front,90,21,8
Dg2DjTVCGww_18-4-rgb_front,149,49,7
cnbUSqFT5hc_5-5-rgb_front,276,49,8
2fTOklTjdMM_5_6-1-rgb_front,277,49,9
E6lt9dk8HTs_3-8-rgb_front,406,49,0
-eJI_YOtHNE_0_2_3-5-rgb_front,373,49,3
Dh9XkH0EOMA_10-8-rgb_front,124,41,4
e9UWZ3kkA7Y_13-8-rgb_front,47,13,5
3aKE_Fh3JaQ_2-8-rgb_front,88,21,0
cQBrXCcfDyc_36-5-rgb_front,119,21,2
1bm6Ur4Z4BQ_11-8-rgb_front,216,49,9
eXgUJuEhrY0_1-5-rgb_front,340,49,5
1iNZfYho0yc_4-11-rgb_front,563,49,8
fJ5vO67Ktnw_4-3-rgb_front,191,49,6
bhwmLgCrgVU_9-8-rgb_front,128,41,7
EtbvdM_PTy0_5-5-rgb_front,95,21,6
0ybfW9vFAZ4_14-5-rgb_front,110,21,0
1hB73-7GUFw_18-5-rgb_front,69,21,3
eKWP0Bql7g4_0-8-rgb_front,228,49,0
bL2Lb4XEQdQ_29-9-rgb_front,70,21,4
43zfrZ1Zh2w_25-8-rgb_front,53,13,0
3EqWVwr_Iqc_10-5-rgb_front,167,49,9
16W1jnZzfi4_19-8-rgb_front,149,49,3
0xVO71Gc-ZA_11-5-rgb_front,266,49,4
1Df0aD8AxuE_9-5-rgb_front,246,49,6
dewJbotk9UM_5-8-rgb_front,182,49,7
bz-afk_q_1w_4-5-rgb_front,433,49,5
aibMW4Xt7wA_4-4-rgb_front,169,49,4
ERpBK4lEjfI_6-8-rgb_front,116,21,1
14fTPEpnW6s_4-8-rgb_front,57,13,8
4K6kvm-NRYQ_18-8-rgb_front,218,49,2
CISGeIWfI8I_6-3-rgb_front,140,41,3
-a9uCz7Bo5E_5-8-rgb_front,107,21,6
Bu1-_fPoQ3Q_6-3-rgb_front,80,21,8
BT6nLJAINgo_16-8-rgb_front,156,49,8
-eVbw_nRsLI_13-5-rgb_front,190,49,1
aE7Yb_KJLUk_11-8-rgb_front,131,41,0
bVR-LN22vWk_14-8-rgb_front,136,41,1
bOzV-cKVz1Q_4-8-rgb_front,234,49,3
1VQZlvupNgo_14-5-rgb_front,77,21,8
1jVOx59INmU_17-11-rgb_front,294,49,2
4G2TEC5lS_g_18-5-rgb_front,58,13,7
bzTy65XT4_o_3-3-rgb_front,295,49,2
0-bR2rq-qps_1-5-rgb_front,77,21,1
0DhJ9bK49RM_6-8-rgb_front,195,49,0
0wKEr2yTE2g_6-8-rgb_front,218,49,5
00Fc7cZX1gM_5-5-rgb_front,40,13,1
1TsfCQyFt1A_12-5-rgb_front,58,13,3
FcAgbLF6__s_5-5-rgb_front,116,21,3
fDph69wPVBA_6-8-rgb_front,132,41,4
E5cOv1SZCKg_7-3-rgb_front,49,13,6
f6LINKBu7io_9-8-rgb_front,124,41,0
EWV6xcewNVk_7-8-rgb_front,84,21,1
1l6MC-9BQa0_12-5-rgb_front,348,49,8
BlhCuryvt88_19-8-rgb_front,65,21,4
1Ve6jGdkdRY_4-5-rgb_front,334,49,2
1BT5ZBdNaOM_4-3-rgb_front,309,49,2
1KKlZKlWdTM_21-5-rgb_front,210,49,0
bxzjO0cMUyc_11-8-rgb_front,89,21,1
14weIYQswlE_35-8-rgb_front,242,49,3
1ghvkzsMgbM_15-8-rgb_front,53,13,8
bunoLSdIKXo_4-8-rgb_front,41,13,8
eS8QaBYoDU0_13-9-rgb_front,104,21,2
1NsGTF3dlIo_15-8-rgb_front,113,21,5
-0oP2H0vAGY_1-5-rgb_front,169,49,3
-BABPsEWA54_8-3-rgb_front,45,13,2
BsqkSfnVDc0_1-8-rgb_front,148,49,0
08PDyCn-pxI_14-5-rgb_front,150,49,8
2LmjgQZmc64_0-8-rgb_front,277,49,3
aygp09D7Z_w_16-5-rgb_front,64,21,1
_Dh512GX6d8_10-8-rgb_front,147,49,6
5wmHJ2neRQQ_15-5-rgb_front,493,49,8
1NdnCBn6-F4_4-3-rgb_front,152,49,1
1EVfV97X6iA_1-5-rgb_front,235,49,6
1lmKfz4AyeQ_1-8-rgb_front,47,13,3
-1fUFbij2s0_14-5-rgb_front,152,49,6
DQpWvqgWMx8_15-8-rgb_front,74,21,0
1tuyCqcTmD8_1-5-rgb_front,266,49,3
5pvdT18f92A_0-8-rgb_front,60,13,8
-c_OoOsTigw_7-5-rgb_front,128,41,9
aAxwZVOGyXs_2-5-rgb_front,225,49,1
bb2M6v4T7ZA_3-8-rgb_front,539,49,7
2ioOCZFiWWU_11-5-rgb_front,115,21,3
3QUvJUyYpfc_4-5-rgb_front,642,49,6
0zkdvbrsm-U_8-5-rgb_front,423,49,9
3Pl9EFPWXwI_2-3-rgb_front,483,49,0
19loES0r7_4_3-8-rgb_front,149,49,7
4BZVj8FDDvY_6-8-rgb_front,99,21,8
1s7e4sHQiAs_5-8-rgb_front,117,21,9
14i542dF6Ps_8-8-rgb_front,29,9,4
11whCAUxiQc_15-8-rgb_front,235,49,7
e9KEGfUEhMk_12-5-rgb_front,305,49,6
17hrR6QZBdU_8-8-rgb_front,33,9,7
1LaWSGs87gA_7-5-rgb_front,118,21,2
01G_nWgaYAQ_12-3-rgb_front,180,49,0
0sal9F4RXeY_17-8-rgb_front,132,41,0
5CGdJ5Cuv5M_5-8-rgb_front,297,49,0
-8uwu59w8QE_13-8-rgb_front,161,49,5
1Tix6cnQko4_20-5-rgb_front,192,49,2
1RvUSobtOfk_6_7_8-5-rgb_front,670,49,1
47HHNulBaX0_19-5-rgb_front,54,13,4
fGcgX2F_Epc_16-3-rgb_front,266,49,1
1TU3WpD2Oj0_7-5-rgb_front,55,13,0
47oJoR2BC34_7-8-rgb_front,121,21,7
blRbyoIFBss_3-5-rgb_front,42,13,0
4G2TEC5lS_g_16-5-rgb_front,136,41,7
EDwjk7W45lo_9-8-rgb_front,48,13,1
1MUKBwc84DA_7-8-rgb_front,130,41,6
1EaPhQ-7CsA_6-5-rgb_front,93,21,3
0xAGc82Wq3o_1-5-rgb_front,185,49,4
0DU7wWLK-QU_14-8-rgb_front,51,13,8
FcAgbLF6__s_2-5-rgb_front,41,13,5
eQK8aUVlgXw_5-5-rgb_front,92,21,0
3LhPYQ2oVrc_2-3-rgb_front,66,21,8
fClqAXwjimE_5-5-rgb_front,216,49,9
1jIxTnChOXk_9-8-rgb_front,247,49,5
0ymOkVCAqT4_1-5-rgb_front,197,49,1
f6SJe6s7FBQ_15-8-rgb_front,185,49,2
1OURLZ-4Xeo_11-8-rgb_front,226,49,3
4Af-nxPvbgY_1-5-rgb_front,232,49,7
0q0Tb41RAhc_3-5-rgb_front,493,49,0
1naXxInoJBU_10-8-rgb_front,113,21,8
FlXsdKWNhlM_4-8-rgb_front,58,13,5
CnycvXFq8H4_7-5-rgb_front,173,49,1
2b7oGpPlAuM_10-5-rgb_front,65,21,1
4RbZmUDyjGc_8-5-rgb_front,170,49,9
01j1UveqztE_8-3-rgb_front,102,21,1
484PoKla0ug_16-1-rgb_front,194,49,9
CerG8JKzDIE_5-8-rgb_front,42,13,4
-fNgnONv_3I_4-5-rgb_front,864,49,4
15h_ez8ggVY_2-8-rgb_front,215,49,5
fFc9HA0XHvY_7-5-rgb_front,235,49,4
21qQL15lUNY_6-5-rgb_front,126,41,5
0EW2ql96Ksc_3-8-rgb_front,93,21,6
23O-xRuWVdA_7-5-rgb_front,251,49,9
06bQ_DxQGJU_3-5-rgb_front,1428,49,7
bFtO1fUoHEc_10-5-rgb_front,47,13,2
00T6xK82A7k_12-5-rgb_front,216,49,9
-cmG4MzqyjE_14-5-rgb_front,53,13,6
55iR3RXwuTA_13-8-rgb_front,107,21,5
19fVNSOqyiY_1-8-rgb_front,63,21,5
1ey34szkYsQ_0-8-rgb_front,163,49,6
DPSMwzmmouw_2-8-rgb_front,38,9,1
CgyzNU5IMtQ_16-4-rgb_front,228,49,9
1cZMGr3-y6A_9-8-rgb_front,312,49,2
1XOuWR5CP6o_9-5-rgb_front,224,49,7
fxtkHe6zRFg_4-5-rgb_front,120,21,6
ch8DtxId3Ng_3-5-rgb_front,199,49,7
BoBx1pDyFog_42-8-rgb_front,289,49,1
1hpps7Dqdio_8-8-rgb_front,153,49,3
2-5R15AFLs8_3-8-rgb_front,87,21,7
1wefeqn5EMk_13-8-rgb_front,27,9,7
18NasCihOMs_13-8-rgb_front,49,13,1
Eeg85JitLz0_0-3-rgb_front,236,49,8
-fPRgGA3QYY_32-5-rgb_front,137,41,8
B_ye00IgI4w_0-5-rgb_front,72,21,6
eS8QaBYoDU0_2-9-rgb_front,120,21,2
bIFSc66t0u4_9-8-rgb_front,330,49,6
-e9uexlpA4g_3-5-rgb_front,451,49,3
3uRgOnJbEkI_4-8-rgb_front,187,49,9
1oys0KyRSS0_17-8-rgb_front,70,21,5
09GN-XezUJg_9-8-rgb_front,212,49,6
1RKv7hJtf80_11-5-rgb_front,206,49,1
bhwmLgCrgVU_10-8-rgb_front,59,13,2
cmFd-YkgJ0w_28-9-rgb_front,180,49,6
-eP-kUd9hD8_14-5-rgb_front,492,49,6
fqEO3MuTlEE_17-5-rgb_front,121,21,7
-ayXzLtkpQU_3-8-rgb_front,268,49,8
czBrBQgZIuc_18-5-rgb_front,52,13,3
E6lt9dk8HTs_0-8-rgb_front,600,49,0
DxHtXNKvCDA_10-5-rgb_front,142,41,5
1s7e4sHQiAs_4-8-rgb_front,145,41,5
d-cJHsXcKCQ_19-8-rgb_front,84,21,7
2i72vxkUJAs_0-5-rgb_front,129,41,3
17_gIYmULK8_3-8-rgb_front,238,49,7
0oHN9y80NME_4-5-rgb_front,254,49,1
17hrR6QZBdU_22-8-rgb_front,109,21,3
DD8ux-rdam4_1-8-rgb_front,66,21,8
1q7brn6q5IE_17-8-rgb_front,146,41,8
EP6wVTJ7yjk_2-5-rgb_front,49,13,7
36xBmAZNzRg_13-5-rgb_front,206,49,4
-CAPvlP0BvY_2-8-rgb_front,126,41,0
C225XSGIOXQ_4-2-rgb_front,194,49,2
2lxxViTXhMs_1-5-rgb_front,128,41,2
0-0kX3XoMPQ_8-3-rgb_front,402,49,3
EvS51qz56A0_13-8-rgb_front,39,13,4
1Xj_2_6v1O0_1-8-rgb_front,77,21,6
1oUPuXTsifY_5-8-rgb_front,588,49,1
14weIYQswlE_9-8-rgb_front,34,9,4
1nAiestkr0Q_10-11-rgb_front,82,21,4
FlXsdKWNhlM_19-8-rgb_front,132,41,6
47HHNulBaX0_9-5-rgb_front,111,21,6
BJZFpsaYwgI_7-8-rgb_front,105,21,2
0vHattAvsqk_13-8-rgb_front,89,21,7
1kMcBHJ2IPM_4-8-rgb_front,233,49,6
1fPFcBdBziw_4-8-rgb_front,68,21,3
BRBt1zOfZnc_3-3-rgb_front,64,21,3
03SgrpiJkSw_9-8-rgb_front,215,49,0
1GyeOHDF49k_3-5-rgb_front,65,21,4
BsN-7BOFXX4_14-3-rgb_front,174,49,1
2Eg_qnMUaFU_15-1-rgb_front,460,49,1
-9GV_-VRpt8_7-8-rgb_front,321,49,7
-eryXkkckv8_13-5-rgb_front,324,49,6
brD68XY2rZs_3-8-rgb_front,79,21,1
cKW0IfaDisU_6-3-rgb_front,53,13,4
a5BJCnXAxWU_19-8-rgb_front,132,41,2
1Q7oQwL6QaQ_6-8-rgb_front,134,41,1
1HVI7U22egg_3-5-rgb_front,131,41,5
1s1TPdCUvhQ_2-8-rgb_front,202,49,2
CeKujp1wr9o_6-5-rgb_front,248,49,4
2ZOSvpNBx5M_5-3-rgb_front,227,49,8
-BFCJ9zmfOo_6-8-rgb_front,40,13,3
04DtdCu2kfg_12-5-rgb_front,314,49,1
1T2EUqlbTtk_4-5-rgb_front,130,41,9
1IYEEiLMaa8_1-5-rgb_front,227,49,6
FqtRy8RJa7E_0-3-rgb_front,109,21,8
1mrUTikYY-c_1-11-rgb_front,47,13,6
13Omn2P3DcA_16-8-rgb_front,121,21,3
0wahXwItLRY_7-8-rgb_front,135,41,6
2-hvU0YdLRY_14-8-rgb_front,117,21,4
02aFykvwx6M_7-8-rgb_front,41,13,7
EauGmYmH6rc_2-5-rgb_front,190,49,0
bYiJSQI2Wzs_5-8-rgb_front,178,49,4
5q5q5d8vP24_4-8-rgb_front,227,49,6
05gjcxakphc_10-5-rgb_front,303,49,5
-BFCJ9zmfOo_4-8-rgb_front,165,49,6
f3A9L7yGmEM_32-3-rgb_front,57,13,8
2p_XEJ6uL5U_8-5-rgb_front,224,49,9
dlXnxaYWr9w_6-1-rgb_front,135,41,6
1KoWaCTX1jU_21-5-rgb_front,424,49,9
2G29ijsPVXI_14-5-rgb_front,202,49,8
F-SWOerlNoE_8-5-rgb_front,174,49,7
0og2_UjYWyg_17-5-rgb_front,246,49,0
19f_ac2f2C8_10-8-rgb_front,189,49,3
1DgRPcY65Mk_19-5-rgb_front,94,21,6
1kBYCMFljLM_6-8-rgb_front,64,21,8
EVXMvKdabuc_5-1-rgb_front,180,49,8
11ysPjNRN4Y_6-1-rgb_front,299,49,3
4Fvc5MU1V0k_5-5-rgb_front,150,49,0
a9CgIaOL6WQ_8-5-rgb_front,71,21,0
1mcmnmxg64U_12-8-rgb_front,40,13,4
1OURLZ-4Xeo_2-8-rgb_front,143,41,8
-1fUFbij2s0_10-5-rgb_front,217,49,3
2-3DDnF8ZLk_7-8-rgb_front,67,21,7
eYwnPtrnsWw_9-8-rgb_front,270,49,9
2-hvU0YdLRY_18-8-rgb_front,190,49,3
doMosV-zfCI_15-2-rgb_front,148,49,6
dS9mMXiUnkQ_9-5-rgb_front,257,49,3
077rQK39ycg_19-5-rgb_front,242,49,1
3JQwNCrx0Wo_8-5-rgb_front,418,49,5
3leKwl-71Yg_3-5-rgb_front,39,13,9
15h_ez8ggVY_1-8-rgb_front,144,41,2
bZfiiqG_cF8_15-5-rgb_front,587,49,2
ERrylmFZEZM_0-5-rgb_front,154,49,9
22ULOqFXTdI_5-5-rgb_front,96,21,1
DV9TmqoYQiU_16-8-rgb_front,61,13,2
4H7wucScIRg_1-8-rgb_front,184,49,7
17a7OrcTz2k_8-3-rgb_front,51,13,0
0C16xFUBT3c_16-3-rgb_front,47,13,6
2t0bY_rE108_5-8-rgb_front,170,49,5
1UB3Hyum1m4_5-5-rgb_front,201,49,9
07U8pEf63Pw_19-5-rgb_front,50,13,3
1syO65Y29ZM_7-8-rgb_front,276,49,4
F5zIuQnrWNc_13-5-rgb_front,174,49,1
eRlK5VRBfNY_3-3-rgb_front,90,21,0
EvS51qz56A0_32-8-rgb_front,69,21,4
dpmvQ0Alr_4_4-8-rgb_front,153,49,0
eYwnPtrnsWw_13-8-rgb_front,250,49,6
15XTbrrGLDY_13-8-rgb_front,132,41,2
20OkhuZd7HI_4-5-rgb_front,194,49,9
a5BJCnXAxWU_0-8-rgb_front,277,49,1
42c5l12RhWo_11-8-rgb_front,188,49,1
EQEjh8_dXSk_6-3-rgb_front,75,21,8
3GKsjSStbaE_6-5-rgb_front,63,21,7
aD7Kmdiuigo_6-5-rgb_front,291,49,2
4BKUiL-ou2Q_7-8-rgb_front,49,13,2
-1KpdDGPCq4_2-5-rgb_front,178,49,8
04VKILduLSM_1-8-rgb_front,75,21,2
_5keJZsmTh0_3-5-rgb_front,257,49,4
EdJgTx0iFeE_23-5-rgb_front,35,9,7
1zEwB1EoDZw_9-8-rgb_front,168,49,1
dJkZC7IchGs_21-1-rgb_front,61,13,8
DrZTDpIH7bk_2-5-rgb_front,873,49,3
1byDxD7DePI_1-8-rgb_front,77,21,0
EdJgTx0iFeE_14-5-rgb_front,132,41,1
DW_3T1igwx4_3-1-rgb_front,341,49,8
03SgrpiJkSw_4-8-rgb_front,63,21,1
egEQrOLjKxc_14-8-rgb_front,131,41,7
-1XUnputrgk_5-5-rgb_front,116,21,9
b4bK9WtPz4A_25-5-rgb_front,90,21,6
1yEMYc7n3dU_13-8-rgb_front,490,49,0
034pv2RSK8E_5-8-rgb_front,117,21,7
3rW6wKS5nTU_17-5-rgb_front,299,49,5
bbGZcyIMvCI_10-2-rgb_front,131,41,7
fDph69wPVBA_12-8-rgb_front,133,41,8
0t94zPbIPTw_6-8-rgb_front,174,49,9
EmJxMCutzz0_3-5-rgb_front,179,49,8
1qksnbHvJLY_10-8-rgb_front,205,49,4
-euMRdZvO74_6-5-rgb_front,112,21,9
BrinTPjveZY_2-3-rgb_front,353,49,7
D1KcyG3ZgdM_1-8-rgb_front,73,21,4
0KU13AH-7bQ_4-5-rgb_front,168,49,9
10d1oeViKYw_24-5-rgb_front,284,49,9
c7sX43YU__U_4-8-rgb_front,136,41,7
0ICZi26jdaQ_24-5-rgb_front,213,49,9
ft6HeVUlcuM_13-3-rgb_front,140,41,9
DQ9eIUHjxIo_7-8-rgb_front,155,49,0
13yrKJ6yOPQ_20-8-rgb_front,43,13,5
CmFW0P_9Tmw_22-8-rgb_front,207,49,2
eUP1a-9q2aA_15-8-rgb_front,87,21,2
0z-gCDC8oOw_14-8-rgb_front,60,13,1
1oys0KyRSS0_11-8-rgb_front,56,13,7
1VmLO8XFzqE_0-5-rgb_front,839,49,1
-eaisNdrTS4_17-5-rgb_front,245,49,1
3S3CGwIQgVk_9-5-rgb_front,199,49,4
1TlNisOTK9Q_13-5-rgb_front,79,21,8
CMJDDVY5Wlo_15-5-rgb_front,192,49,6
-aEP1MfoUSU_7-8-rgb_front,343,49,5
-98tdkCF-sY_8-5-rgb_front,115,21,6
c8qCeBSlaOw_12-8-rgb_front,278,49,5
1rs4i373I7w_17-8-rgb_front,118,21,8
BsN-7BOFXX4_4-3-rgb_front,246,49,1
0sY5frjH9nw_17-8-rgb_front,49,13,8
a9abAEFmEQQ_5-5-rgb_front,82,21,9
1fAed0ulvSA_8-8-rgb_front,312,49,8
4K_FAmYAd2o_4-8-rgb_front,58,13,1
23GbjIU50qw_6-8-rgb_front,112,21,0
07n9gNTlVdI_15-5-rgb_front,78,21,6
FaTbGDrP9NI_12-8-rgb_front,127,41,1
0w7kbbBYrME_1-8-rgb_front,237,49,7
E-PDvv4N-uE_9-5-rgb_front,417,49,3
-96cWDhR4hc_6-5-rgb_front,129,41,5
1P6n7Tv8oco_0-8-rgb_front,37,9,6
czBrBQgZIuc_9-5-rgb_front,131,41,3
FXYTX1EUYOY_4-8-rgb_front,172,49,1
57bbRJn0xec_0-1-rgb_front,119,21,6
BXa-8t_3mHs_21-8-rgb_front,173,49,3
2fTOklTjdMM_13-1-rgb_front,65,21,1
a6xKFGeHX4A_10-5-rgb_front,325,49,2
2q5qGVs_7Wo_4-8-rgb_front,97,21,9
1Npqw3j6-w0_4-8-rgb_front,176,49,7
F5aaCX9R5K0_18-5-rgb_front,203,49,5
CIYvZ8ZTifY_14-1-rgb_front,128,41,5
