video_name,n_frames,k_frames,prompt_id
1DHasvQymT4_3-5-rgb_front,347,49,9
5nk3hS9UHl0_2-8-rgb_front,99,21,9
2L0cIk45VhA_8-1-rgb_front,83,21,8
5GF2D_lAus4_6-8-rgb_front,140,41,6
DXZnIJIa918_13-8-rgb_front,104,21,5
1cbTN8a73zo_1-5-rgb_front,73,21,6
4Af-nxPvbgY_12-5-rgb_front,192,49,4
E5cOv1SZCKg_1-3-rgb_front,34,9,2
ER9YIeOTAkA_7-5-rgb_front,251,49,2
DI6T6tbk3r0_11-5-rgb_front,74,21,4
0tbZoN0v4OE_34-8-rgb_front,143,41,0
-fSI2e1pqkY_17-5-rgb_front,57,13,5
0u83ZskRPt0_12-8-rgb_front,191,49,9
1I7YRWosiJ8_6-5-rgb_front,722,49,2
-AKdG2AyDW4_11-8-rgb_front,82,21,0
1EEgqE9W4k8_13-3-rgb_front,185,49,8
aD-Fbewpd3s_26-8-rgb_front,55,13,2
eDUXnSkhCi8_3-5-rgb_front,89,21,3
1s7e4sHQiAs_10-8-rgb_front,238,49,5
adMkalTFbgc_14-8-rgb_front,175,49,3
a8phf6lZ3pM_3-5-rgb_front,404,49,0
1lSZAzOSNGs_23-8-rgb_front,53,13,9
1zQf384LX3M_1-8-rgb_front,36,9,7
57bbRJn0xec_6-1-rgb_front,114,21,6
eXgUJuEhrY0_0-5-rgb_front,115,21,6
a7BqyLnTfqo_15-5-rgb_front,69,21,9
5TIHwgy4F1s_11-3-rgb_front,771,49,1
CzXICdEaWaY_8-8-rgb_front,323,49,9
-c_OoOsTigw_3-5-rgb_front,260,49,4
4I2azcR2kcA_8-8-rgb_front,110,21,8
F38nf-l4VmU_10-5-rgb_front,75,21,9
37dhRkNvV0M_6-5-rgb_front,123,41,6
1Xj_2_6v1O0_8-8-rgb_front,167,49,2
3LtXtL6PX0Q_20-5-rgb_front,45,13,9
1aRcg_P7Vow_7-8-rgb_front,179,49,8
11aqPfA6Zgo_14-8-rgb_front,256,49,0
-dYKLsoFtbU_17-5-rgb_front,68,21,5
1Y3Ruxz7AUw_6-8-rgb_front,238,49,6
072DGdBjfkQ_14-5-rgb_front,171,49,8
EwnKW28ZBjI_3-8-rgb_front,111,21,2
bogUNcjjm8Q_3-8-rgb_front,175,49,0
1fAed0ulvSA_11-8-rgb_front,120,21,1
CgYzSOc41Mc_7-5-rgb_front,223,49,7
bbIbBpRt8IM_1-5-rgb_front,287,49,5
4ChFh4LdxVg_11-8-rgb_front,131,41,3
b4WYMWXVP5A_3-5-rgb_front,410,49,0
0Fs8a5vglXc_5-8-rgb_front,234,49,7
0wxWnnaOhbM_3-5-rgb_front,47,13,9
1FStJdud1lQ_20-5-rgb_front,42,13,6
eTtHXMC1Tco_12-5-rgb_front,434,49,6
b4bK9WtPz4A_6-5-rgb_front,218,49,1
cKmtmtqeUkI_1-9-rgb_front,82,21,8
-BWRIFAD4_s_2-8-rgb_front,287,49,6
bWmqBLmHqUY_1-8-rgb_front,95,21,9
1BE6JW91TyM_0-8-rgb_front,42,13,5
DK4Orp3D7wA_2-8-rgb_front,263,49,7
FnLCL8TUVJA_24-8-rgb_front,80,21,2
c1lkiz9M8xo_24-9-rgb_front,68,21,4
BdWaaSDDu6Q_3-8-rgb_front,70,21,0
dpmvQ0Alr_4_2-8-rgb_front,150,49,4
eZampqelfrw_2-4-rgb_front,173,49,3
beiObN0JB7c_15-5-rgb_front,125,41,4
1ljAz5cBwjQ_11-1-rgb_front,83,21,7
fFoY25BAiec_1-8-rgb_front,170,49,4
1aRNY8wFqa0_22-8-rgb_front,47,13,1
EPayNV0Nmqk_18-5-rgb_front,297,49,2
cpcdTeyWHPc_2-8-rgb_front,85,21,5
aSjHu-I75bE_6-5-rgb_front,87,21,3
-dK6mH2v-64_4-5-rgb_front,621,49,1
FcWLrY8-XWs_2-8-rgb_front,150,49,3
5XSD1NAFaxA_1-8-rgb_front,160,49,7
0v9VjQEbbl8_1-8-rgb_front,74,21,9
d-wjMWfpeZc_19-5-rgb_front,158,49,5
1IKLsLfTtLs_13-5-rgb_front,479,49,6
czBrBQgZIuc_20-5-rgb_front,141,41,1
ao9GdnEgTGQ_4-5-rgb_front,230,49,0
CVpmdnJpOdE_2-5-rgb_front,123,41,0
18PYCeuqUfQ_2-8-rgb_front,776,49,7
bP8YvikdELg_8-5-rgb_front,82,21,7
00kppw3aqus_3-3-rgb_front,114,21,7
d0HkysFvGRU_19-5-rgb_front,174,49,3
CnD-hSIeaMg_9-8-rgb_front,283,49,2
1EVfV97X6iA_0-5-rgb_front,241,49,1
Dxk6YjZDmpI_8-11-rgb_front,95,21,7
Cd2BSk73Yqo_6-8-rgb_front,122,21,5
3CrOUbBvRkQ_21-5-rgb_front,158,49,0
00m1mQFF5zo_7-3-rgb_front,27,9,3
DPBciYELWjg_2-5-rgb_front,151,49,6
1WWRpyZXTnU_5-5-rgb_front,74,21,1
cNllDjjcRIg_0-5-rgb_front,95,21,9
aSafa3cyBuw_36-5-rgb_front,143,41,2
EYEw-9w4dRI_6-3-rgb_front,98,21,0
F38nf-l4VmU_2-5-rgb_front,80,21,2
DBDddxX-CJA_17-8-rgb_front,118,21,5
C225XSGIOXQ_4-1-rgb_front,194,49,9
1IRJXMx85Rg_17-5-rgb_front,161,49,9
0G41FMDf9bY_5-11-rgb_front,324,49,9
eYT03gNpayI_11-8-rgb_front,52,13,1
EA5TtaqpJ9w_17-4-rgb_front,245,49,9
4C6UadTF65I_9-5-rgb_front,233,49,3
buc5dUzP57k_2-3-rgb_front,38,9,8
F0CLgejV5_k_4-5-rgb_front,38,9,7
4WoQ5Pl24_k_5-5-rgb_front,255,49,3
2L8kToOPbRU_1-5-rgb_front,127,41,3
EEMLjP2s3Sg_11-11-rgb_front,390,49,7
bFaFfad7uCs_1-8-rgb_front,80,21,0
17bhb8Eom5g_0-8-rgb_front,118,21,3
ch8DtxId3Ng_10-5-rgb_front,822,49,4
1ib_NnOrt6A_15-8-rgb_front,160,49,2
1l6MC-9BQa0_37-5-rgb_front,135,41,4
E7MoG6eOLU4_6-5-rgb_front,130,41,4
dpmvQ0Alr_4_10-8-rgb_front,230,49,4
0-0kX3XoMPQ_2-3-rgb_front,93,21,7
3Dna82kryPY_4-8-rgb_front,209,49,4
1KKlZKlWdTM_22-5-rgb_front,250,49,8
5UsVsSkd3JY_1-3-rgb_front,285,49,9
1835p3jEejw_9-8-rgb_front,144,41,0
BFTBP-LfR0A_12-8-rgb_front,116,21,4
EF4dlnqkJ3w_9-8-rgb_front,121,21,7
DcFCY1OFhCw_3-3-rgb_front,91,21,6
aygp09D7Z_w_24-5-rgb_front,33,9,0
a9CgIaOL6WQ_4-5-rgb_front,193,49,7
FgY0hTUDhsw_8-5-rgb_front,89,21,8
EGuNTfFR99Y_10-8-rgb_front,91,21,6
BT6nLJAINgo_1-8-rgb_front,52,13,2
1IRJXMx85Rg_7-5-rgb_front,27,9,3
06d7cIO6KsA_2-5-rgb_front,131,41,5
49P4e1DLm6w_4-8-rgb_front,82,21,1
dGI7tIbYFis_12-5-rgb_front,248,49,0
3daeOlNR8_A_19-5-rgb_front,193,49,7
1CjA3Xzvd0k_11-5-rgb_front,58,13,6
eANyqXdSpSk_0-5-rgb_front,142,41,5
bUsxa-igAF0_1-8-rgb_front,144,41,1
dH0pIsPTIug_16-8-rgb_front,260,49,9
3S3CGwIQgVk_4-5-rgb_front,107,21,1
02LnULLXds4_32-8-rgb_front,136,41,7
Fw5oYBjjmSI_8-5-rgb_front,186,49,0
3uWEhIUwMrY_8-8-rgb_front,70,21,8
1fZfM65z0zk_16-8-rgb_front,43,13,5
EUX-PNdmh-g_7-5-rgb_front,87,21,1
cBQbvdZQx3g_7-8-rgb_front,573,49,7
Bq-oGBCMC5c_3-3-rgb_front,195,49,3
ckEfgaF2ZKc_7-8-rgb_front,210,49,2
5_w9QWHoI1E_12-8-rgb_front,174,49,8
EA5TtaqpJ9w_12-4-rgb_front,201,49,9
0xh74_xfC5A_5-5-rgb_front,227,49,5
dGI7tIbYFis_5-5-rgb_front,53,13,1
DFS78Sd76ek_10-4-rgb_front,48,13,4
dT5xm3lFdbo_11-5-rgb_front,220,49,5
dZztN9Ewuzo_6-5-rgb_front,37,9,6
aD-Fbewpd3s_6-8-rgb_front,65,21,3
1DFNcceDcYY_14-5-rgb_front,109,21,4
3CrOUbBvRkQ_25-5-rgb_front,590,49,0
-dTqNMtTqO8_3-5-rgb_front,231,49,9
1Ull4-M-sh8_0-5-rgb_front,79,21,1
CnycvXFq8H4_4-5-rgb_front,79,21,8
ChWHBubzC3E_5-8-rgb_front,122,21,5
1cDoGd8wPfw_9-5-rgb_front,69,21,8
BRBt1zOfZnc_11-3-rgb_front,68,21,0
1PhHBWErK9Q_22-8-rgb_front,274,49,5
bH1KCt78l7c_6-8-rgb_front,378,49,5
eBrlZcccILg_2-3-rgb_front,58,13,8
1rR7qTEfD-4_2-8-rgb_front,167,49,1
1rs4i373I7w_4-8-rgb_front,134,41,1
-EAXGeHv9U4_4-8-rgb_front,188,49,5
-aNfi7CP8vM_12-3-rgb_front,184,49,7
1ND0o3AeO1k_4-5-rgb_front,328,49,4
3oSvyY2f4ZQ_1-5-rgb_front,144,41,4
22TQP3BhbnI_12-5-rgb_front,40,13,9
3TKkSL9OYAg_6-5-rgb_front,108,21,6
00Cal635Wno_9-5-rgb_front,134,41,5
199hEEkd1aU_13-8-rgb_front,58,13,3
fClqAXwjimE_6-5-rgb_front,103,21,9
10om04b2LIw_14-8-rgb_front,98,21,1
3xtnvxSmYFU_13-3-rgb_front,38,9,6
3daeOlNR8_A_0-5-rgb_front,127,41,0
3ntc51P5qjI_1-8-rgb_front,388,49,7
c4Az5nStT7I_4-2-rgb_front,94,21,7
0CGoYyy61p8_16-8-rgb_front,122,21,0
0GJk5oID0PA_14-3-rgb_front,36,9,0
06S7xXXHWIs_11-5-rgb_front,204,49,4
58xX_6AShZQ_19-5-rgb_front,126,41,0
5qji7JFwR3M_8-8-rgb_front,192,49,9
43zfrZ1Zh2w_24-8-rgb_front,172,49,3
1gOQLPDtr3c_17-8-rgb_front,128,41,0
cfT0AmWaVUo_7-5-rgb_front,46,13,4
-b44ieHORm4_5-5-rgb_front,463,49,5
-fNgnONv_3I_9-5-rgb_front,313,49,4
-aNfi7CP8vM_3-3-rgb_front,143,41,1
52MbWpfvuF0_21-8-rgb_front,59,13,8
1UAQ4pUqRwo_4-3-rgb_front,295,49,4
_dWcUsKVDiU_9-8-rgb_front,152,49,0
1tmG7yRZ4E0_0-8-rgb_front,244,49,3
cQBrXCcfDyc_17-5-rgb_front,30,9,9
aygp09D7Z_w_15-5-rgb_front,75,21,8
18cpZSBTUQE_16-8-rgb_front,232,49,2
2OuMczapT_M_2-8-rgb_front,77,21,2
fClqAXwjimE_4-5-rgb_front,388,49,1
bhSWgP3DSYI_1-8-rgb_front,84,21,8
beVJrP2hs8o_9-4-rgb_front,51,13,0
aVY3jET8UVY_14-5-rgb_front,236,49,3
DXZnIJIa918_1-8-rgb_front,83,21,9
EQ4tPCXpWsg_2-8-rgb_front,50,13,6
Eh697LCFjTw_8-3-rgb_front,160,49,6
-06_nJnhORg_19-5-rgb_front,69,21,2
-fPRgGA3QYY_26-5-rgb_front,51,13,0
1g9c_YQZh5E_13-8-rgb_front,182,49,3
anxhVQxvPGs_22-5-rgb_front,195,49,8
1QcVn72JzLw_1-5-rgb_front,140,41,5
0sal9F4RXeY_21-8-rgb_front,137,41,8
F38nf-l4VmU_26-5-rgb_front,83,21,8
bL2Lb4XEQdQ_19-9-rgb_front,95,21,6
-AhZpejVexQ_7-5-rgb_front,99,21,4
14ZYG0hU6G8_10-8-rgb_front,87,21,0
1UG52nvLLVA_36-5-rgb_front,75,21,7
eANyqXdSpSk_5-5-rgb_front,49,13,8
11oEwlBqF2M_10-8-rgb_front,137,41,8
Ec9KthfKXXI_12-8-rgb_front,85,21,0
eGHj55105uM_10-5-rgb_front,61,13,2
ewUqUklARsA_2-2-rgb_front,288,49,6
DtJh6Hwgu8M_0-8-rgb_front,29,9,5
Ctli0zlqLxk_3-3-rgb_front,80,21,2
CQYIOWzYywU_14-5-rgb_front,193,49,9
ch8DtxId3Ng_9-5-rgb_front,121,21,5
12Y6ujgJ_2Q_9-8-rgb_front,61,13,1
5x3CorS_t30_9-5-rgb_front,218,49,6
b6ZncJ7ikxQ_5-8-rgb_front,92,21,4
52MbWpfvuF0_14-8-rgb_front,65,21,6
Eh4cZxdMMc8_10-8-rgb_front,725,49,9
D76exYVD-sY_7-8-rgb_front,236,49,3
07n9gNTlVdI_2-5-rgb_front,136,41,3
e_S9g_NKlvY_13-8-rgb_front,254,49,3
eGHj55105uM_6-5-rgb_front,65,21,5
aCc-DzPTDo4_32-5-rgb_front,106,21,6
dtFZRmK3tro_3-8-rgb_front,130,41,2
a9abAEFmEQQ_4-5-rgb_front,278,49,3
-cmG4MzqyjE_2-5-rgb_front,177,49,0
1gqVLt2Z-DY_19-8-rgb_front,86,21,3
f8ShD9YwEfo_10-2-rgb_front,222,49,9
14vF1lPQCgc_30-8-rgb_front,46,13,7
1LgVgklOYCQ_15-5-rgb_front,67,21,4
1fjObGfnwLI_16-8-rgb_front,69,21,4
23FtuKT8mUw_2-5-rgb_front,142,41,0
22qgKXLM0j4_15-5-rgb_front,424,49,8
bhwmLgCrgVU_26-8-rgb_front,33,9,8
5sFOPW5LyA4_3-8-rgb_front,52,13,0
-0daC3SWCPQ_13-5-rgb_front,164,49,6
dnHhd661caQ_8-8-rgb_front,64,21,7
0ta2ddEzBA0_5-8-rgb_front,36,9,0
3dO7BI93adU_5-5-rgb_front,226,49,8
1jIxTnChOXk_0-8-rgb_front,37,9,9
1VQZlvupNgo_8-5-rgb_front,64,21,8
16iJ0z4FUqc_26-8-rgb_front,110,21,7
0HObK-sd2ds_6-5-rgb_front,147,49,0
1naXxInoJBU_11-8-rgb_front,74,21,9
bpyAuV3jNIc_9-8-rgb_front,264,49,2
eYwnPtrnsWw_18-8-rgb_front,237,49,0
1UvxqsvKq3o_6-5-rgb_front,113,21,1
fy64LazcBA4_19-5-rgb_front,392,49,9
1GjvLelvNE0_34-5-rgb_front,34,9,9
0syI-83QSVM_3-8-rgb_front,345,49,1
ey9K0GWYkSI_3-8-rgb_front,101,21,8
1SwTfvvyM_Y_9-5-rgb_front,74,21,4
3yjFlBByBX4_3-1-rgb_front,253,49,3
-8smPvP08mU_10-8-rgb_front,106,21,1
-f0h1J3POAg_7-5-rgb_front,141,41,1
0u83ZskRPt0_11-8-rgb_front,386,49,3
23vZCOWd5oE_15-5-rgb_front,563,49,2
5O8kZa59YZU_10-8-rgb_front,102,21,6
14weIYQswlE_6-8-rgb_front,80,21,6
EZdSBFrRQxM_3-4-rgb_front,105,21,1
1gycdY2pcYc_4-11-rgb_front,61,13,1
-CBJ6FWZl08_2-8-rgb_front,429,49,5
-EgUpIYXF3k_2-8-rgb_front,86,21,8
-b4_y6LOSx0_2-8-rgb_front,64,21,4
1nN1DqwS0q4_7-11-rgb_front,235,49,8
-06_nJnhORg_6_7-5-rgb_front,249,49,5
Fp15jJGIfkA_12-5-rgb_front,220,49,8
-Aiz9jYxt4g_0-8-rgb_front,121,21,0
46wX8xjt7mA_2-8-rgb_front,62,13,5
19FB-dmluQw_5-3-rgb_front,49,13,2
0qYzADqK-Z4_4-8-rgb_front,28,9,6
17wFk7bkWoo_12-8-rgb_front,83,21,3
ajzZA5OKRvc_4-5-rgb_front,302,49,2
byClH8sN7Wg_6-8-rgb_front,150,49,1
1lmKfz4AyeQ_8-8-rgb_front,113,21,1
0veHGYSKaDc_3-8-rgb_front,75,21,9
1UD6MhuYox0_4-5-rgb_front,136,41,6
D0T7ho08Q3o_2-2-rgb_front,36,9,0
1bJg-DSYR8k_20-8-rgb_front,125,41,4
1EkrrxYCFB4_0-5-rgb_front,58,13,7
097l3R1JCFQ_6-5-rgb_front,67,21,2
aziKlBI09Ug_7-8-rgb_front,261,49,2
ch8DtxId3Ng_4-5-rgb_front,200,49,0
1P0oKY4FNyI_13-8-rgb_front,165,49,5
1UE7-4mORi0_11-5-rgb_front,35,9,3
BKHAvX9rFw0_13-8-rgb_front,169,49,9
DI6T6tbk3r0_16-5-rgb_front,198,49,7
BOAuIAm-p_A_5-8-rgb_front,77,21,0
fHT1NhNUono_7-8-rgb_front,62,13,7
1in4niLBTxc_7-8-rgb_front,58,13,7
1mWIOvyqfUI_10-8-rgb_front,266,49,4
cSrZJbw3oTY_2-5-rgb_front,693,49,5
1pycas4XL9U_3-11-rgb_front,298,49,4
16n946j6kpM_16-8-rgb_front,39,13,4
1GlHmFJA0LQ_22-8-rgb_front,251,49,7
1jeK8PkhsR4_23-8-rgb_front,101,21,0
1WZGAIBhaPs_9-5-rgb_front,76,21,8
cQBrXCcfDyc_45-5-rgb_front,82,21,2
cmFd-YkgJ0w_10-9-rgb_front,78,21,3
bL2Lb4XEQdQ_33-9-rgb_front,425,49,1
fCk8Md58LK4_21-4-rgb_front,144,41,7
248tLEQWg-U_5-5-rgb_front,139,41,1
4K_FAmYAd2o_12-8-rgb_front,32,9,4
2sJ9mg1QsBs_0-5-rgb_front,110,21,6
37dhRkNvV0M_8-8-rgb_front,264,49,1
CqO5C__vK7s_9-1-rgb_front,68,21,9
D0G_iTF8eXY_0-5-rgb_front,105,21,9
1IRHEhx1lBs_32-5-rgb_front,37,9,5
0u83ZskRPt0_8-8-rgb_front,143,41,3
1IKLsLfTtLs_10-5-rgb_front,296,49,9
5wuZyWxHXD0_10-8-rgb_front,74,21,4
19fVNSOqyiY_8-8-rgb_front,105,21,6
2A_JTXsVmVc_0-8-rgb_front,83,21,7
0DU7wWLK-QU_7-8-rgb_front,73,21,6
08PDyCn-pxI_9-5-rgb_front,93,21,6
C-i06Ssh0l8_4-8-rgb_front,649,49,2
aBvr3KFxFRw_9-5-rgb_front,179,49,6
0CSAuZM2jAU_0-5-rgb_front,181,49,2
17ijcOW43Q8_7-8-rgb_front,57,13,3
-dMiu8bJuCM_9-5-rgb_front,67,21,5
3FJsNfuPILA_4-8-rgb_front,50,13,9
DxFIaxNaCZI_45-8-rgb_front,49,13,6
5YMC8pMGeTA_17-8-rgb_front,65,21,0
305bKBYRZfk_19-8-rgb_front,233,49,5
1fTH1XCkQNw_3-8-rgb_front,238,49,3
CFC40Yw8CyQ_4-8-rgb_front,362,49,0
3yeunpfsN_Q_5-3-rgb_front,28,9,2
EQU6DoctO2Q_1-5-rgb_front,331,49,6
biBBePKaQMY_3-4-rgb_front,87,21,1
DKdW6iMMdxA_2-11-rgb_front,64,21,8
ck8Pd1xb2hM_9-5-rgb_front,53,13,4
0zD5Uh7S35A_14-5-rgb_front,198,49,0
-8XxBfXAzyo_3-8-rgb_front,339,49,2
1-VX310yQTw_23-1-rgb_front,180,49,5
11MdTWBChk0_9-8-rgb_front,346,49,7
dbSAB8F8GYc_3-9-rgb_front,127,41,8
0-n5YbN2IZA_14-5-rgb_front,666,49,7
cH9SbtBbEEY_10-8-rgb_front,131,41,0
aPlDljTG2Bo_8-1-rgb_front,164,49,3
FC1L5gtPmkU_4-8-rgb_front,73,21,6
1b3UpS1gD2k_5_6-8-rgb_front,511,49,8
1oJm9P-j4pc_9-11-rgb_front,253,49,6
c4Az5nStT7I_6-2-rgb_front,44,13,0
E3r2mQix7Uo_9-5-rgb_front,52,13,5
_EWaSDEvpAY_16-5-rgb_front,66,21,0
1EkrrxYCFB4_6-5-rgb_front,42,13,6
5OoZG2cMSKM_2-5-rgb_front,191,49,3
10d1oeViKYw_8-5-rgb_front,30,9,0
02gzHnpz1W4_13-8-rgb_front,79,21,6
-CiUc2Gk4v8_8-8-rgb_front,358,49,6
0vHattAvsqk_3-8-rgb_front,59,13,3
fCk8Md58LK4_23-4-rgb_front,136,41,6
aPWX82zLo50_24-5-rgb_front,80,21,0
-fPRgGA3QYY_8-5-rgb_front,177,49,5
EVXMvKdabuc_23-1-rgb_front,65,21,0
1LgVgklOYCQ_21-5-rgb_front,143,41,2
1Y3Ruxz7AUw_9-8-rgb_front,224,49,8
-AZVqXtWGg0_16-8-rgb_front,74,21,1
5SFfLkf65EY_14-5-rgb_front,155,49,6
00Cal635Wno_3-5-rgb_front,28,9,4
1hMYxtfhrzw_1-3-rgb_front,61,13,0
1IRJXMx85Rg_18-5-rgb_front,113,21,9
exmbwktwuLs_1-5-rgb_front,58,13,8
1wefeqn5EMk_6-8-rgb_front,72,21,9
BOAuIAm-p_A_28-8-rgb_front,257,49,1
1Rvc-TbUBJ0_2-5-rgb_front,81,21,0
311BWiTLG-I_16-8-rgb_front,198,49,3
-fNgnONv_3I_14-5-rgb_front,1068,49,9
146HWl-YGTo_2-8-rgb_front,77,21,0
1gTkFzIRzYk_3-8-rgb_front,124,41,9
0t4O9jMywAo_12-11-rgb_front,140,41,1
Elw15ZJ0fsE_0-8-rgb_front,169,49,2
5CGdJ5Cuv5M_2-8-rgb_front,260,49,0
03lzv6OzJhE_18-8-rgb_front,154,49,3
fCk8Md58LK4_2-4-rgb_front,196,49,0
2A_JTXsVmVc_22-8-rgb_front,493,49,2
2t0bY_rE108_29-8-rgb_front,59,13,5
ecerzCFJ7xg_2-8-rgb_front,42,13,2
aSfclJczBL4_3-8-rgb_front,88,21,0
1EC-cM1w4sQ_0-5-rgb_front,449,49,9
cOQgnuYJzyw_15-8-rgb_front,55,13,4
1eGSa8J2kko_6-8-rgb_front,422,49,5
3S3CGwIQgVk_2-5-rgb_front,407,49,2
1ewpH9xB6wA_5-8-rgb_front,323,49,3
3bw1RCf2ZrY_10-3-rgb_front,141,41,7
1fPFcBdBziw_5-8-rgb_front,122,21,5
aSafa3cyBuw_27-5-rgb_front,423,49,9
1imaK8eDk5Q_8-8-rgb_front,71,21,7
f3A9L7yGmEM_4-3-rgb_front,128,41,9
csEuySpZgAo_3-5-rgb_front,187,49,5
DX3KWLldIJc_10-8-rgb_front,92,21,3
cNLpx_e0_kk_9-5-rgb_front,148,49,1
ao4EesD6R44_9-5-rgb_front,78,21,9
E6Cnf4SEZc0_10-8-rgb_front,77,21,2
097l3R1JCFQ_3-5-rgb_front,48,13,6
aI092VEhmRU_2-8-rgb_front,160,49,0
1EeikJuDNao_2-5-rgb_front,125,41,0
5jTzjzuPJ88_16-3-rgb_front,43,13,9
BJebuYFoRis_8-8-rgb_front,100,21,8
07mFG9turoU_5-5-rgb_front,53,13,6
EMi4hyW42Fs_5-5-rgb_front,114,21,0
1A8BFSmdCoU_6-8-rgb_front,430,49,2
1nGl_Zl6zvw_2-11-rgb_front,107,21,7
1uKRohTNHD4_2-8-rgb_front,160,49,5
2FgG0QARPuc_15-8-rgb_front,129,41,7
-eVbw_nRsLI_0-5-rgb_front,85,21,4
ck8Pd1xb2hM_4-5-rgb_front,53,13,5
1hMYxtfhrzw_15-3-rgb_front,98,21,4
_Dh512GX6d8_8-8-rgb_front,143,41,4
0EZaw5V-LfU_5-11-rgb_front,215,49,9
23vZCOWd5oE_6-5-rgb_front,101,21,2
4C6UadTF65I_9-8-rgb_front,174,49,0
5Uy3r6Sl4pM_1-8-rgb_front,44,13,5
1OxarI6IjP4_0-8-rgb_front,221,49,4
1g9c_YQZh5E_8-8-rgb_front,61,13,8
1CR54FShtPE_7-5-rgb_front,295,49,9
EeVXp0hN3qY_5-5-rgb_front,41,13,4
czBrBQgZIuc_16-5-rgb_front,114,21,4
1WGejpkD8ns_3-5-rgb_front,162,49,5
beiObN0JB7c_6-5-rgb_front,115,21,3
2OuMczapT_M_8-8-rgb_front,310,49,8
cQBrXCcfDyc_5-5-rgb_front,215,49,1
DV9TmqoYQiU_0-8-rgb_front,104,21,1
3NFVQAQDGXE_2-8-rgb_front,119,21,8
atQrRCf_Xxw_9-8-rgb_front,41,13,0
-CM5y50t9yg_8-8-rgb_front,61,13,8
F9ULOg0Q9jk_3-9-rgb_front,81,21,1
D0G_iTF8eXY_7-5-rgb_front,115,21,8
aty4pljzC1I_6-4-rgb_front,54,13,9
d-cJHsXcKCQ_6-8-rgb_front,57,13,6
17ayMGoQfKw_10-8-rgb_front,239,49,5
41uzlhDMROA_8-3-rgb_front,134,41,5
1RKv7hJtf80_6-5-rgb_front,233,49,8
beVJrP2hs8o_8-4-rgb_front,56,13,3
CTi9z6x-x90_4-3-rgb_front,175,49,4
1OzBoBBc4bw_14-8-rgb_front,123,41,4
FeiXGQ4f1xY_8-9-rgb_front,237,49,5
dm6VDCPd6J4_4-5-rgb_front,475,49,6
EtbvdM_PTy0_1-5-rgb_front,100,21,6
D323P3SlTr4_5-5-rgb_front,203,49,2
2vDX6po-uCQ_4-8-rgb_front,153,49,2
